Textbox15,Textbox13
Patrocínios Predominantes: Privada / Pública Federal / Pública Estadual / Pública Municipal / Instituidor,"Valores em R$ 1,00"

DATA_COMP,NU_MATRICULA_EFPC,SG_EFPC,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
05/2025,2991,ACEPREV,1000000000000,ATIVO,"8.514.858,15",DV,"4.964.895,30","4.784.136,33","8.695.617,12",DV
05/2025,2991,ACEPREV,1010000000000,DISPONÍVEL,"18.725,00",DV,"2.704.268,53","2.705.497,54","17.495,99",DV
05/2025,2991,ACEPREV,1010100000000,IMEDIATO,"18.725,00",DV,"1.938.998,07","1.940.227,08","17.495,99",DV
05/2025,2991,ACEPREV,1010200000000,VINCULADO,"0,00",DV,"765.270,46","765.270,46","0,00",DV
05/2025,2991,ACEPREV,1020000000000,REALIZÁVEL,"8.450.766,73",DV,"2.260.626,77","2.076.625,41","8.634.768,09",DV
05/2025,2991,ACEPREV,1020100000000,GESTÃO PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,2991,ACEPREV,1020101000000,RECURSOS A RECEBER,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,2991,ACEPREV,1020101010000,CONTRIBUIÇÕES DO MÊS,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,2991,ACEPREV,1020101010100,PATROCINADOR(ES),"0,00",DV,"0,00","0,00","0,00",DV
05/2025,2991,ACEPREV,1020101010300,PARTICIPANTES,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,2991,ACEPREV,1020199000000,OUTROS REALIZÁVEIS - PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,2991,ACEPREV,1020199010000,OUTROS REALIZÁVEIS,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,2991,ACEPREV,1020200000000,GESTÃO ADMINISTRATIVA,"3.313.199,80",DV,"820.866,83","820.625,41","3.313.441,22",DV
05/2025,2991,ACEPREV,1020201000000,CONTAS A RECEBER,"405.731,09",DV,"388.685,97","375.794,37","418.622,69",DV
05/2025,2991,ACEPREV,1020201010000,CONTRIBUIÇÕES PARA CUSTEIO DO MÊS,"372.348,41",DV,"354.615,63","351.835,25","375.128,79",DV
05/2025,2991,ACEPREV,1020201010100,PATROCINADOR(ES),"301.757,47",DV,"340.756,46","351.835,25","290.678,68",DV
05/2025,2991,ACEPREV,1020201010400,AUTOPATROCINADOS,"27.905,51",DV,"6.952,08","0,00","34.857,59",DV
05/2025,2991,ACEPREV,1020201010500,PARTICIPANTES EM BPD,"42.685,43",DV,"6.907,09","0,00","49.592,52",DV
05/2025,2991,ACEPREV,1020201040000,RESPONSABILIDADE DE EMPREGADOS,"17.414,11",DV,"19.087,17","8.358,34","28.142,94",DV
05/2025,2991,ACEPREV,1020201050000,RESPONSABILIDADE DE TERCEIROS,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,2991,ACEPREV,1020201990000,OUTROS RECURSOS A RECEBER - ADMINISTRATIVA,"15.968,57",DV,"14.983,17","15.600,78","15.350,96",DV
05/2025,2991,ACEPREV,1020201990100,OUTROS RECURSOS A RECEBER,"15.968,57",DV,"14.983,17","15.600,78","15.350,96",DV
05/2025,2991,ACEPREV,1020202000000,DESPESAS ANTECIPADAS,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,2991,ACEPREV,1020204000000,DEPÓSITOS JUDICIAIS / RECURSAIS,"2.555.830,82",DV,"0,00","0,00","2.555.830,82",DV
05/2025,2991,ACEPREV,1020206000000,CUSTEIO ADMINISTRATIVO DOS INVESTIMENTOS,"326.462,00",DV,"321.718,79","337.263,20","310.917,59",DV
