Textbox15,Textbox13
Patrocínios Predominantes: Privada / Pública Federal / Pública Estadual / Pública Municipal / Instituidor,"Valores em R$ 1,00"

DATA_COMP,NU_MATRICULA_EFPC,SG_EFPC,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
08/2025,2991,ACEPREV,1000000000000,ATIVO,"8.833.738,98",DV,"4.975.446,93","4.875.414,19","8.933.771,72",DV
08/2025,2991,ACEPREV,1010000000000,DISPONÍVEL,"17.653,68",DV,"2.755.642,57","2.755.891,88","17.404,37",DV
08/2025,2991,ACEPREV,1010100000000,IMEDIATO,"17.653,68",DV,"2.009.549,06","2.009.798,37","17.404,37",DV
08/2025,2991,ACEPREV,1010200000000,VINCULADO,"0,00",DV,"746.093,51","746.093,51","0,00",DV
08/2025,2991,ACEPREV,1020000000000,REALIZÁVEL,"8.776.759,02",DV,"2.219.804,36","2.117.508,93","8.879.054,45",DV
08/2025,2991,ACEPREV,1020100000000,GESTÃO PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020101000000,RECURSOS A RECEBER,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020101010000,CONTRIBUIÇÕES DO MÊS,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020101010100,PATROCINADOR(ES),"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020101010300,PARTICIPANTES,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020199000000,OUTROS REALIZÁVEIS - PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020199010000,OUTROS REALIZÁVEIS,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020200000000,GESTÃO ADMINISTRATIVA,"3.301.732,99",DV,"814.062,03","819.508,93","3.296.286,09",DV
08/2025,2991,ACEPREV,1020201000000,CONTAS A RECEBER,"395.000,05",DV,"398.722,91","387.944,89","405.778,07",DV
08/2025,2991,ACEPREV,1020201010000,CONTRIBUIÇÕES PARA CUSTEIO DO MÊS,"352.851,18",DV,"353.159,07","352.851,18","353.159,07",DV
08/2025,2991,ACEPREV,1020201010100,PATROCINADOR(ES),"243.997,89",DV,"340.756,46","352.851,18","231.903,17",DV
08/2025,2991,ACEPREV,1020201010400,AUTOPATROCINADOS,"44.496,27",DV,"4.871,08","0,00","49.367,35",DV
08/2025,2991,ACEPREV,1020201010500,PARTICIPANTES EM BPD,"64.357,02",DV,"7.531,53","0,00","71.888,55",DV
08/2025,2991,ACEPREV,1020201040000,RESPONSABILIDADE DE EMPREGADOS,"26.274,03",DV,"29.040,21","19.218,87","36.095,37",DV
08/2025,2991,ACEPREV,1020201050000,RESPONSABILIDADE DE TERCEIROS,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020201990000,OUTROS RECURSOS A RECEBER - ADMINISTRATIVA,"15.874,84",DV,"16.523,63","15.874,84","16.523,63",DV
08/2025,2991,ACEPREV,1020201990100,OUTROS RECURSOS A RECEBER,"15.874,84",DV,"16.523,63","15.874,84","16.523,63",DV
08/2025,2991,ACEPREV,1020202000000,DESPESAS ANTECIPADAS,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020204000000,DEPÓSITOS JUDICIAIS / RECURSAIS,"2.555.830,82",DV,"0,00","0,00","2.555.830,82",DV
08/2025,2991,ACEPREV,1020206000000,CUSTEIO ADMINISTRATIVO DOS INVESTIMENTOS,"314.642,40",DV,"302.137,48","314.642,40","302.137,48",DV
08/2025,2991,ACEPREV,1020299000000,OUTROS REALIZÁVEIS - ADMINISTRATIVA,"36.259,72",DV,"113.201,64","116.921,64","32.539,72",DV
08/2025,2991,ACEPREV,1020299010000,OUTROS REALIZÁVEIS,"36.259,72",DV,"113.201,64","116.921,64","32.539,72",DV
08/2025,2991,ACEPREV,1020300000000,INVESTIMENTOS,"5.475.026,03",DV,"1.405.742,33","1.298.000,00","5.582.768,36",DV
08/2025,2991,ACEPREV,1020302000000,ATIVOS FINANCEIROS DE CRÉDITO PRIVADO,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020302010000,TÍTULOS EMITIDOS POR INSTITUIÇÃO FINANCEIRA,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020302010200,CERTIFICADO DE DEPÓSITO BANCÁRIO - CDB,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020302019800,OUTROS TÍTULOS,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020302060000,DEBÊNTURES,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020302060100,DEBÊNTURES DE EMPRESAS S.A. ABERTA,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020304000000,FUNDOS DE INVESTIMENTOS,"5.475.026,03",DV,"1.405.742,33","1.298.000,00","5.582.768,36",DV
08/2025,2991,ACEPREV,1020304010000,FUNDO DE RENDA FIXA,"5.475.026,03",DV,"1.405.742,33","1.298.000,00","5.582.768,36",DV
08/2025,2991,ACEPREV,1020304030000,FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO - FIDC ,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020304030100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO - FIDC - COTA SENIOR,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1020304070000,FUNDO MULTIMERCADO ,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1030000000000,IMOBILIZADO E INTANGÍVEL,"39.326,28",DV,"0,00","2.013,38","37.312,90",DV
08/2025,2991,ACEPREV,1030100000000,IMOBILIZADO,"39.326,28",DV,"0,00","2.013,38","37.312,90",DV
08/2025,2991,ACEPREV,1030101000000,OPERACIONAL CORPÓREO,"39.326,28",DV,"0,00","2.013,38","37.312,90",DV
08/2025,2991,ACEPREV,1030101010000,BENS MÓVEIS,"39.326,28",DV,"0,00","2.013,38","37.312,90",DV
08/2025,2991,ACEPREV,1030200000000,INTANGÍVEL,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1030201000000,"GASTOS COM IMPLANTAÇÃO, REORGANIZAÇÃO E DESENVOLVIMENTO","0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,1030202000000,FOMENTO,"0,00",DV,"0,00","0,00","0,00",DV
08/2025,2991,ACEPREV,2000000000000,PASSIVO,"8.833.738,98",CR,"1.978.522,26","2.078.555,00","8.933.771,72",CR
08/2025,2991,ACEPREV,2010000000000,EXIGÍVEL OPERACIONAL,"1.054.513,08",CR,"1.611.767,27","1.646.509,62","1.089.255,43",CR
08/2025,2991,ACEPREV,2010100000000,GESTÃO PREVIDENCIAL,"0,00",CR,"0,00","0,00","0,00",CR
08/2025,2991,ACEPREV,2010199000000,OUTRAS EXIGIBILIDADES,"0,00",CR,"0,00","0,00","0,00",CR
08/2025,2991,ACEPREV,2010200000000,GESTÃO ADMINISTRATIVA,"1.053.810,07",CR,"915.374,24","950.116,59","1.088.552,42",CR
08/2025,2991,ACEPREV,2010201000000,CONTAS A PAGAR,"857.695,63",CR,"683.409,35","719.635,23","893.921,51",CR
08/2025,2991,ACEPREV,2010202000000,RETENÇÕES A RECOLHER,"161.382,08",CR,"161.693,75","161.237,95","160.926,28",CR
08/2025,2991,ACEPREV,2010204000000,TRIBUTOS A RECOLHER,"34.129,38",CR,"69.750,56","68.938,90","33.317,72",CR
08/2025,2991,ACEPREV,2010299000000,OUTRAS EXIGIBILIDADES,"602,98",CR,"520,58","304,51","386,91",CR
08/2025,2991,ACEPREV,2010300000000,INVESTIMENTOS,"703,01",CR,"696.393,03","696.393,03","703,01",CR
08/2025,2991,ACEPREV,2010304000000,FUNDOS DE INVESTIMENTO,"0,00",CR,"693.000,00","693.000,00","0,00",CR
08/2025,2991,ACEPREV,2010399000000,OUTRAS EXIGIBILIDADES,"703,01",CR,"3.393,03","3.393,03","703,01",CR
08/2025,2991,ACEPREV,2020000000000,EXIGÍVEL CONTINGENCIAL,"2.555.830,82",CR,"0,00","0,00","2.555.830,82",CR
08/2025,2991,ACEPREV,2020100000000,GESTÃO PREVIDENCIAL,"0,00",CR,"0,00","0,00","0,00",CR
08/2025,2991,ACEPREV,2020101000000,PROVISÃO,"0,00",CR,"0,00","0,00","0,00",CR
08/2025,2991,ACEPREV,2020200000000,GESTÃO ADMINISTRATIVA,"2.555.830,82",CR,"0,00","0,00","2.555.830,82",CR
08/2025,2991,ACEPREV,2020201000000,PROVISÃO,"2.555.830,82",CR,"0,00","0,00","2.555.830,82",CR
08/2025,2991,ACEPREV,2030000000000,PATRIMÔNIO SOCIAL,"5.223.395,08",CR,"366.754,99","432.045,38","5.288.685,47",CR
08/2025,2991,ACEPREV,2030200000000,FUNDOS,"5.223.395,08",CR,"366.754,99","432.045,38","5.288.685,47",CR
08/2025,2991,ACEPREV,2030202000000,FUNDOS ADMINISTRATIVOS,"5.223.395,08",CR,"366.754,99","432.045,38","5.288.685,47",CR
08/2025,2991,ACEPREV,2030202010000,PLANO DE GESTÃO ADMINISTRATIVA,"5.223.395,08",CR,"366.754,99","432.045,38","5.288.685,47",CR
08/2025,2991,ACEPREV,2030202030000,FUNDO ADMINISTRATIVO COMPARTILHADO,"0,00",CR,"0,00","0,00","0,00",CR
08/2025,2991,ACEPREV,4000000000000,GESTÃO ADMINISTRATIVA,"0,00",DV,"1.106.462,93","1.106.462,93","0,00",DV
08/2025,2991,ACEPREV,4010000000000,RECEITAS,"4.856.538,66",CR,"0,00","671.820,18","5.528.358,84",CR
08/2025,2991,ACEPREV,4010100000000,GESTÃO PREVIDENCIAL,"2.430.676,22",CR,"0,00","353.159,07","2.783.835,29",CR
08/2025,2991,ACEPREV,4010101000000,CORRENTES,"2.430.676,22",CR,"0,00","353.159,07","2.783.835,29",CR
08/2025,2991,ACEPREV,4010101010000,PATROCINADOR(ES),"2.344.520,40",CR,"0,00","340.756,46","2.685.276,86",CR
08/2025,2991,ACEPREV,4010101010100,CONTRIBUIÇÃO PARA CUSTEIO,"2.344.520,40",CR,"0,00","340.756,46","2.685.276,86",CR
08/2025,2991,ACEPREV,4010101040000,AUTOPATROCINADOS,"35.858,17",CR,"0,00","4.871,08","40.729,25",CR
08/2025,2991,ACEPREV,4010101050000,PARTICIPANTES EM BPD,"50.297,65",CR,"0,00","7.531,53","57.829,18",CR
08/2025,2991,ACEPREV,4010200000000,INVESTIMENTOS,"2.285.407,37",CR,"0,00","318.661,11","2.604.068,48",CR
08/2025,2991,ACEPREV,4010201000000,CUSTEIO ADMINISTRATIVO,"2.178.233,65",CR,"0,00","302.137,48","2.480.371,13",CR
08/2025,2991,ACEPREV,4010202000000,TAXA DE ADMINISTRAÇÃO DE EMPRÉSTIMOS E FINANCIAMENTOS,"107.173,72",CR,"0,00","16.523,63","123.697,35",CR
