Textbox15,Textbox13
Patrocínios Predominantes: Privada / Pública Federal / Pública Estadual / Pública Municipal / Instituidor,"Valores em R$ 1,00"

DATA_COMP,NU_MATRICULA_EFPC,SG_EFPC,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
01/2025,2991,ACEPREV,1000000000000,ATIVO,"8.591.268,32",DV,"6.227.469,71","6.276.348,20","8.542.389,83",DV
01/2025,2991,ACEPREV,1010000000000,DISPONÍVEL,"26.792,19",DV,"3.651.626,33","3.659.684,25","18.734,27",DV
01/2025,2991,ACEPREV,1010100000000,IMEDIATO,"26.792,19",DV,"2.515.526,66","2.523.584,58","18.734,27",DV
01/2025,2991,ACEPREV,1010200000000,VINCULADO,"0,00",DV,"1.136.099,67","1.136.099,67","0,00",DV
01/2025,2991,ACEPREV,1020000000000,REALIZÁVEL,"8.510.740,82",DV,"2.575.843,38","2.614.404,32","8.472.179,88",DV
01/2025,2991,ACEPREV,1020100000000,GESTÃO PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
01/2025,2991,ACEPREV,1020101000000,RECURSOS A RECEBER,"0,00",DV,"0,00","0,00","0,00",DV
01/2025,2991,ACEPREV,1020101010000,CONTRIBUIÇÕES DO MÊS,"0,00",DV,"0,00","0,00","0,00",DV
01/2025,2991,ACEPREV,1020101010100,PATROCINADOR(ES),"0,00",DV,"0,00","0,00","0,00",DV
01/2025,2991,ACEPREV,1020101010300,PARTICIPANTES,"0,00",DV,"0,00","0,00","0,00",DV
01/2025,2991,ACEPREV,1020199000000,OUTROS REALIZÁVEIS - PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
01/2025,2991,ACEPREV,1020199010000,OUTROS REALIZÁVEIS,"0,00",DV,"0,00","0,00","0,00",DV
01/2025,2991,ACEPREV,1020200000000,GESTÃO ADMINISTRATIVA,"3.636.400,24",DV,"791.251,01","1.164.404,32","3.263.246,93",DV
01/2025,2991,ACEPREV,1020201000000,CONTAS A RECEBER,"685.179,85",DV,"370.334,09","696.970,07","358.543,87",DV
01/2025,2991,ACEPREV,1020201010000,CONTRIBUIÇÕES PARA CUSTEIO DO MÊS,"663.435,57",DV,"332.705,30","663.435,57","332.705,30",DV
01/2025,2991,ACEPREV,1020201010100,PATROCINADOR(ES),"640.738,10",DV,"320.369,05","663.435,57","297.671,58",DV
