Textbox15,Textbox13
Patrocínios Predominantes: Privada / Pública Federal / Pública Estadual / Pública Municipal / Instituidor,"Valores em R$ 1,00"

DATA_COMP,NU_MATRICULA_EFPC,SG_EFPC,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
06/2025,2991,ACEPREV,1000000000000,ATIVO,"8.695.617,12",DV,"5.182.671,17","5.180.885,54","8.697.402,75",DV
06/2025,2991,ACEPREV,1010000000000,DISPONÍVEL,"17.495,99",DV,"2.908.255,69","2.908.126,77","17.624,91",DV
06/2025,2991,ACEPREV,1010100000000,IMEDIATO,"17.495,99",DV,"2.157.395,11","2.157.266,19","17.624,91",DV
06/2025,2991,ACEPREV,1010200000000,VINCULADO,"0,00",DV,"750.860,58","750.860,58","0,00",DV
06/2025,2991,ACEPREV,1020000000000,REALIZÁVEL,"8.634.768,09",DV,"2.274.415,48","2.270.745,39","8.638.438,18",DV
06/2025,2991,ACEPREV,1020100000000,GESTÃO PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
06/2025,2991,ACEPREV,1020101000000,RECURSOS A RECEBER,"0,00",DV,"0,00","0,00","0,00",DV
06/2025,2991,ACEPREV,1020101010000,CONTRIBUIÇÕES DO MÊS,"0,00",DV,"0,00","0,00","0,00",DV
06/2025,2991,ACEPREV,1020101010100,PATROCINADOR(ES),"0,00",DV,"0,00","0,00","0,00",DV
06/2025,2991,ACEPREV,1020101010300,PARTICIPANTES,"0,00",DV,"0,00","0,00","0,00",DV
06/2025,2991,ACEPREV,1020199000000,OUTROS REALIZÁVEIS - PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
06/2025,2991,ACEPREV,1020199010000,OUTROS REALIZÁVEIS,"0,00",DV,"0,00","0,00","0,00",DV
06/2025,2991,ACEPREV,1020200000000,GESTÃO ADMINISTRATIVA,"3.313.441,22",DV,"790.760,33","830.745,39","3.273.456,16",DV
06/2025,2991,ACEPREV,1020201000000,CONTAS A RECEBER,"418.622,69",DV,"381.274,13","411.089,03","388.807,79",DV
06/2025,2991,ACEPREV,1020201010000,CONTRIBUIÇÕES PARA CUSTEIO DO MÊS,"375.128,79",DV,"353.064,92","375.128,79","353.064,92",DV
06/2025,2991,ACEPREV,1020201010100,PATROCINADOR(ES),"290.678,68",DV,"340.756,46","375.128,79","256.306,35",DV
06/2025,2991,ACEPREV,1020201010400,AUTOPATROCINADOS,"34.857,59",DV,"4.892,05","0,00","39.749,64",DV
06/2025,2991,ACEPREV,1020201010500,PARTICIPANTES EM BPD,"49.592,52",DV,"7.416,41","0,00","57.008,93",DV
06/2025,2991,ACEPREV,1020201040000,RESPONSABILIDADE DE EMPREGADOS,"28.142,94",DV,"12.450,33","20.609,28","19.983,99",DV
06/2025,2991,ACEPREV,1020201050000,RESPONSABILIDADE DE TERCEIROS,"0,00",DV,"0,00","0,00","0,00",DV
06/2025,2991,ACEPREV,1020201990000,OUTROS RECURSOS A RECEBER - ADMINISTRATIVA,"15.350,96",DV,"15.758,88","15.350,96","15.758,88",DV
06/2025,2991,ACEPREV,1020201990100,OUTROS RECURSOS A RECEBER,"15.350,96",DV,"15.758,88","15.350,96","15.758,88",DV
06/2025,2991,ACEPREV,1020202000000,DESPESAS ANTECIPADAS,"0,00",DV,"0,00","0,00","0,00",DV
06/2025,2991,ACEPREV,1020204000000,DEPÓSITOS JUDICIAIS / RECURSAIS,"2.555.830,82",DV,"0,00","0,00","2.555.830,82",DV
06/2025,2991,ACEPREV,1020206000000,CUSTEIO ADMINISTRATIVO DOS INVESTIMENTOS,"310.917,59",DV,"297.358,49","310.917,59","297.358,49",DV
06/2025,2991,ACEPREV,1020299000000,OUTROS REALIZÁVEIS - ADMINISTRATIVA,"28.070,12",DV,"112.127,71","108.738,77","31.459,06",DV
06/2025,2991,ACEPREV,1020299010000,OUTROS REALIZÁVEIS,"28.070,12",DV,"112.127,71","108.738,77","31.459,06",DV
06/2025,2991,ACEPREV,1020300000000,INVESTIMENTOS,"5.321.326,87",DV,"1.483.655,15","1.440.000,00","5.364.982,02",DV
