Textbox15,Textbox13
Patrocínios Predominantes: Privada / Pública Federal / Pública Estadual / Pública Municipal / Instituidor,"Valores em R$ 1,00"

DATA_COMP,NU_MATRICULA_EFPC,SG_EFPC,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
01/2026,2991,ACEPREV,1000000000000,ATIVO,"9.808.553,46",DV,"5.718.824,44","5.684.848,81","9.842.529,09",DV
01/2026,2991,ACEPREV,1010000000000,DISPONÍVEL,"29.128,94",DV,"3.494.680,92","3.507.556,69","16.253,17",DV
01/2026,2991,ACEPREV,1010100000000,IMEDIATO,"29.128,94",DV,"2.312.711,37","2.325.587,14","16.253,17",DV
01/2026,2991,ACEPREV,1010200000000,VINCULADO,"0,00",DV,"1.181.969,55","1.181.969,55","0,00",DV
01/2026,2991,ACEPREV,1020000000000,REALIZÁVEL,"9.750.165,14",DV,"2.224.143,52","2.175.278,74","9.799.029,92",DV
01/2026,2991,ACEPREV,1020100000000,GESTÃO PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
01/2026,2991,ACEPREV,1020101000000,RECURSOS A RECEBER,"0,00",DV,"0,00","0,00","0,00",DV
01/2026,2991,ACEPREV,1020101010000,CONTRIBUIÇÕES DO MÊS,"0,00",DV,"0,00","0,00","0,00",DV
01/2026,2991,ACEPREV,1020101010100,PATROCINADOR(ES),"0,00",DV,"0,00","0,00","0,00",DV
01/2026,2991,ACEPREV,1020101010300,PARTICIPANTES,"0,00",DV,"0,00","0,00","0,00",DV
01/2026,2991,ACEPREV,1020199000000,OUTROS REALIZÁVEIS - PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
01/2026,2991,ACEPREV,1020199010000,OUTROS REALIZÁVEIS,"0,00",DV,"0,00","0,00","0,00",DV
01/2026,2991,ACEPREV,1020200000000,GESTÃO ADMINISTRATIVA,"3.705.694,55",DV,"837.559,74","1.221.278,74","3.321.975,55",DV
01/2026,2991,ACEPREV,1020201000000,CONTAS A RECEBER,"745.569,35",DV,"378.402,68","741.178,43","382.793,60",DV
