Textbox15,Textbox13
Patrocínios Predominantes: Privada / Pública Federal / Pública Estadual / Pública Municipal / Instituidor,"Valores em R$ 1,00"

DATA_COMP,NU_MATRICULA_EFPC,SG_EFPC,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
12/2025,2991,ACEPREV,1000000000000,ATIVO,"9.370.394,83",DV,"5.090.925,35","4.652.766,72","9.808.553,46",DV
12/2025,2991,ACEPREV,1010000000000,DISPONÍVEL,"25.129,24",DV,"2.655.987,32","2.651.987,62","29.128,94",DV
12/2025,2991,ACEPREV,1010100000000,IMEDIATO,"25.129,24",DV,"1.913.836,08","1.909.836,38","29.128,94",DV
12/2025,2991,ACEPREV,1010200000000,VINCULADO,"0,00",DV,"742.151,24","742.151,24","0,00",DV
12/2025,2991,ACEPREV,1020000000000,REALIZÁVEL,"9.313.992,83",DV,"2.434.938,03","1.998.765,72","9.750.165,14",DV
12/2025,2991,ACEPREV,1020100000000,GESTÃO PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020101000000,RECURSOS A RECEBER,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020101010000,CONTRIBUIÇÕES DO MÊS,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020101010100,PATROCINADOR(ES),"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020101010300,PARTICIPANTES,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020199000000,OUTROS REALIZÁVEIS - PREVIDENCIAL,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020199010000,OUTROS REALIZÁVEIS,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020200000000,GESTÃO ADMINISTRATIVA,"3.319.240,70",DV,"1.401.219,57","1.014.765,72","3.705.694,55",DV
12/2025,2991,ACEPREV,1020201000000,CONTAS A RECEBER,"419.336,02",DV,"912.218,36","585.985,03","745.569,35",DV
12/2025,2991,ACEPREV,1020201010000,CONTRIBUIÇÕES PARA CUSTEIO DO MÊS,"354.187,59",DV,"866.548,93","513.787,70","706.948,82",DV
12/2025,2991,ACEPREV,1020201010100,PATROCINADOR(ES),"194.587,48",DV,"841.113,03","354.187,59","681.512,92",DV
12/2025,2991,ACEPREV,1020201010400,AUTOPATROCINADOS,"64.311,64",DV,"8.880,66","64.311,64","8.880,66",DV
12/2025,2991,ACEPREV,1020201010500,PARTICIPANTES EM BPD,"95.288,47",DV,"16.555,24","95.288,47","16.555,24",DV
12/2025,2991,ACEPREV,1020201040000,RESPONSABILIDADE DE EMPREGADOS,"47.569,72",DV,"28.122,23","54.618,62","21.073,33",DV
12/2025,2991,ACEPREV,1020201050000,RESPONSABILIDADE DE TERCEIROS,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020201990000,OUTROS RECURSOS A RECEBER - ADMINISTRATIVA,"17.578,71",DV,"17.547,20","17.578,71","17.547,20",DV
12/2025,2991,ACEPREV,1020201990100,OUTROS RECURSOS A RECEBER,"17.578,71",DV,"17.547,20","17.578,71","17.547,20",DV
12/2025,2991,ACEPREV,1020202000000,DESPESAS ANTECIPADAS,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020204000000,DEPÓSITOS JUDICIAIS / RECURSAIS,"2.555.830,82",DV,"0,00","0,00","2.555.830,82",DV
12/2025,2991,ACEPREV,1020206000000,CUSTEIO ADMINISTRATIVO DOS INVESTIMENTOS,"301.773,29",DV,"362.916,46","301.773,29","362.916,46",DV
12/2025,2991,ACEPREV,1020299000000,OUTROS REALIZÁVEIS - ADMINISTRATIVA,"42.300,57",DV,"126.084,75","127.007,40","41.377,92",DV
12/2025,2991,ACEPREV,1020299010000,OUTROS REALIZÁVEIS,"42.300,57",DV,"126.084,75","127.007,40","41.377,92",DV
12/2025,2991,ACEPREV,1020300000000,INVESTIMENTOS,"5.994.752,13",DV,"1.033.718,46","984.000,00","6.044.470,59",DV
12/2025,2991,ACEPREV,1020302000000,ATIVOS FINANCEIROS DE CRÉDITO PRIVADO,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020302010000,TÍTULOS EMITIDOS POR INSTITUIÇÃO FINANCEIRA,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020302010200,CERTIFICADO DE DEPÓSITO BANCÁRIO - CDB,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020302019800,OUTROS TÍTULOS,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020302060000,DEBÊNTURES,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020302060100,DEBÊNTURES DE EMPRESAS S.A. ABERTA,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020304000000,FUNDOS DE INVESTIMENTOS,"5.994.752,13",DV,"1.033.718,46","984.000,00","6.044.470,59",DV
12/2025,2991,ACEPREV,1020304010000,FUNDO DE RENDA FIXA,"5.994.752,13",DV,"1.033.718,46","984.000,00","6.044.470,59",DV
12/2025,2991,ACEPREV,1020304030000,FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO - FIDC ,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020304030100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO - FIDC - COTA SENIOR,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1020304070000,FUNDO MULTIMERCADO ,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1030000000000,IMOBILIZADO E INTANGÍVEL,"31.272,76",DV,"0,00","2.013,38","29.259,38",DV
12/2025,2991,ACEPREV,1030100000000,IMOBILIZADO,"31.272,76",DV,"0,00","2.013,38","29.259,38",DV
12/2025,2991,ACEPREV,1030101000000,OPERACIONAL CORPÓREO,"31.272,76",DV,"0,00","2.013,38","29.259,38",DV
12/2025,2991,ACEPREV,1030101010000,BENS MÓVEIS,"31.272,76",DV,"0,00","2.013,38","29.259,38",DV
12/2025,2991,ACEPREV,1030200000000,INTANGÍVEL,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1030201000000,"GASTOS COM IMPLANTAÇÃO, REORGANIZAÇÃO E DESENVOLVIMENTO","0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,1030202000000,FOMENTO,"0,00",DV,"0,00","0,00","0,00",DV
12/2025,2991,ACEPREV,2000000000000,PASSIVO,"9.370.394,83",CR,"2.043.601,58","2.481.760,21","9.808.553,46",CR
12/2025,2991,ACEPREV,2010000000000,EXIGÍVEL OPERACIONAL,"1.363.586,66",CR,"1.630.328,59","1.676.343,63","1.409.601,70",CR
12/2025,2991,ACEPREV,2010100000000,GESTÃO PREVIDENCIAL,"0,00",CR,"0,00","0,00","0,00",CR
12/2025,2991,ACEPREV,2010199000000,OUTRAS EXIGIBILIDADES,"0,00",CR,"0,00","0,00","0,00",CR
12/2025,2991,ACEPREV,2010200000000,GESTÃO ADMINISTRATIVA,"1.362.845,62",CR,"1.158.887,31","1.204.902,35","1.408.860,66",CR
12/2025,2991,ACEPREV,2010201000000,CONTAS A PAGAR,"1.172.581,27",CR,"898.361,49","876.168,82","1.150.388,60",CR
12/2025,2991,ACEPREV,2010202000000,RETENÇÕES A RECOLHER,"156.622,69",CR,"192.244,57","240.036,80","204.414,92",CR
12/2025,2991,ACEPREV,2010204000000,TRIBUTOS A RECOLHER,"33.267,87",CR,"67.989,86","87.795,92","53.073,93",CR
12/2025,2991,ACEPREV,2010299000000,OUTRAS EXIGIBILIDADES,"373,79",CR,"291,39","900,81","983,21",CR
