ID_PLANO;SG_PLANO;NM_PLANO;NU_CNPB;ID_SIT_PRINCIPAL_PLANO;ID_SIT_PLANO;CS_FUNDAMENTACAO_LEGAL;CS_MODALIDADE_PLANO;DT_APROV_PLANO;DT_AUTORIZ_PLANO;DT_INIC_FUNC_PLANO;DT_FECHA_MASSA_PLANO;DT_ENCER_EXTINCAO_PLANO;IN_PLANO_PREVIDENCIAL;CS_PLANO_PATROC_INSTIT;IN_RISCO_MUTALISTA;IN_CONTRIB_NORMAL_PARTIC;IN_CONTRIB_NORMAL_ASSIST;IN_CONTRIB_NORMAL_PATROC;IN_DESP_ADM_PARTIC;IN_DESP_ADM_ASSIST;IN_DESP_ADM_PATROC;IN_CONTRIB_SERV_PASSADO_PARTIC;IN_CONTRIB_SERV_PASSADO_ASSIST;IN_CONTRIB_SERV_PASSADO_PATROC;IN_INSTITUTO_AUTOPATROCINIO;QT_PATROCINADORES;DT_EXTRACAO;NU_CNPJ
1080;PLANO DE BENEFÍCIOS OWENS;PLANO DE BENEFÍCIOS OWENS ILLINOIS;2006003992;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2006-07-05 00:00:00.0000000;2006-11-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073240001-01
1081;PLANO DE BENEFÍCIOS MINERAÇÃO DESCALVADO;PLANO DE BENEFÍCIOS MINERAÇÃO DESCALVADO;2006003747;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2006-07-05 00:00:00.0000000;2006-11-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073220001-04
1083;PLANO DE BENEFÍCIOS CISPER;PLANO DE BENEFÍCIOS CISPER;2006003811;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2006-07-05 00:00:00.0000000;2006-11-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073230001-59
1055;DETEN CD;PLANO DETEN DE CONTRIBUIÇÃO DEFINIDA;2006002611;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2006-04-26 00:00:00.0000000;2006-04-26 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073100001-80
1056;FCC CD;PLANO FÁBRICA CARIOCA DE CATALISADORES DE CONTRIBUIÇÃO DEFINIDA;2006002783;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2006-04-26 00:00:00.0000000;2006-04-26 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073110001-24
1064;PREVISAM II;PLANO DE BENEFÍCIOS PREVISAM II;2006003038;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2006-05-10 00:00:00.0000000;2006-08-30 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073140001-68
1129;SICOOB MULTI INSTITUÍDO;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS - SICOOB MULTI INSTITUÍDO;2007002329;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2007-09-14 00:00:00.0000000;2008-04-01 00:00:00.0000000;;;Sim;Instituído;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483073690001-78
1131;AVAYA;PLANO DE BENEFÍCIOS AVAYA;2007002256;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2007-07-12 00:00:00.0000000;2007-08-21 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073680001-23
1132;EMATER CV;PLANO EMATERMG-FLEXCERES;2007002647;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Variável;;2007-09-10 00:00:00.0000000;2007-11-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483073720001-91
1137;VALEO;PLANO DE APOSENTADORIA VALEO PREV;2007003211;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2007-11-05 00:00:00.0000000;2008-03-11 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073790001-03
1140;EPAMIG CV;PLANO EPAMIG-FLEXCERES;2007003392;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Variável;;2007-11-13 00:00:00.0000000;2008-01-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483073800001-38
1163;TOKIO MARINE;PLANO DE PREVIDENCIA TOKIO MARINE;2008001229;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2008-04-23 00:00:00.0000000;2008-06-30 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073960001-40
1110;CERES-FLEXCERES;CERES-FLEXCERES;2007000865;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2007-04-13 00:00:00.0000000;2007-04-13 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483073550001-54
1152;DACARPREV;PLANO DE BENEFÍCIOS DACARPREV;2007003856;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2007-12-20 00:00:00.0000000;2008-02-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483073850001-60
1225;PLANO CSI;PLANO CSI DE PREVIDÊNCIA COMPLEMENTAR;2008002438;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2008-07-08 00:00:00.0000000;2008-07-10 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074050001-01
3844;JBT;PLANO DE BENEFÍCIOS JBT;2012001483;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2012-07-25 00:00:00.0000000;2012-11-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483075470001-60
1692;CIASCPREV;PLANO DE BENEFÍCIOS CIASCPREV;2009000919;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Variável;;2009-06-04 00:00:00.0000000;2010-01-15 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483074310001-21
2604;ORICA PREV;PLANO DE BENEFÍCIOS ORICA PREV;2010003111;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2010-08-09 00:00:00.0000000;2011-05-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074840001-42
2023;CV EQUATORIAL PIAUÍ;PLANO DE BENEFÍCIOS DE CONTRIBUIÇÃO VARIÁVEL EQUATORIAL PIAUÍ;2009003292;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Variável;;2009-12-01 00:00:00.0000000;2010-06-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074530001-91
1773;PLANO DE APOSENTADORIA DO BANCO HONDA;PLANO DE APOSENTADORIA DO BANCO HONDA;2009001583;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2009-07-01 00:00:00.0000000;2009-07-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Não;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074370001-07
2583;HUNTSMAN 3;PLANO DE APOSENTADORIA HUNTSMAN 3;2010002938;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2010-08-03 00:00:00.0000000;2011-07-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074810001-09
2543;PLANO DE APOSENTADORIA CULTURA INGLESA;PLANO DE APOSENTADORIA CULTURA INGLESA;2010002792;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2010-07-06 00:00:00.0000000;2010-07-07 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074800001-64
3824;TPREV;PLANO TPREV- TRELLEBORG PREVIDÊNCIA;2012001319;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2012-06-27 00:00:00.0000000;2012-07-04 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483075460001-16
1793;NOVO NORDISK PRODUÇÃO;PLANO DE BENEFÍCIOS NOVO NORDISK PRODUÇÃO;2009001656;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2009-07-06 00:00:00.0000000;2009-07-31 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074380001-43
2323;PLANO MJN PREV;PLANO DE APOSENTADORIA MJN PREV;2010001338;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2010-03-26 00:00:00.0000000;2010-05-03 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074650001-16
2523;PLANO COPA PREVI;PLANO COPA PREVI;2010002547;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2010-07-06 00:00:00.0000000;2010-09-30 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074790001-30
1732;CIDASC-FLEXCERES;PLANO DE BENEFÍCIOS CIDASC-FLEXCERES;2009001192;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Variável;;2009-06-17 00:00:00.0000000;2010-01-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483074340001-65
3545;ABEPOM PREVIDÊNCIA;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS DOS MILITARES ESTADUAIS ¿ PLANO ABEPOM PREVIDÊNCIA;2011002419;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2011-12-20 00:00:00.0000000;2012-05-02 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483075330001-47
3144;ACRICELPREV;PLANO ACRICEL DE APOSENTADORIA;2011000483;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2011-01-27 00:00:00.0000000;2011-03-18 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;1;06/05/26;483075130001-76
3724;OJIPREV;PLANO DE BENEFICIOS OJIPREV;2012000983;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2012-05-15 00:00:00.0000000;2012-07-31 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483075420001-38
2403;CD INVISTA;PLANO DE BENEFÍCIOS CD INVISTA;2010001729;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2010-04-27 00:00:00.0000000;2010-05-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074700001-29
2924;PLANO CIADPREV;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS DOS MINISTROS RELIGIOSOS DA ASSEMBLÉIA DE DEUS;2010005392;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2010-11-11 00:00:00.0000000;2011-02-15 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;1;06/05/26;483075030001-30
3544;SIG PREV;PLANO DE APOSENTADORIA SIG PREV;2011002338;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2011-12-16 00:00:00.0000000;2012-05-31 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483075310001-58
2784;PLANO DE BENEFÍCIOS I;PLANO DE BENEFÍCIOS I;2010004329;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2010-10-04 00:00:00.0000000;2011-10-01 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483074950001-22
3004;ATENTO;PLANO DE BENEFÍCIOS ATENTO;2010005783;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2010-12-15 00:00:00.0000000;2011-02-25 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483075060001-74
2363;PETRO_RG;PLANO PETRO RG;2010001583;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2010-04-08 00:00:00.0000000;2010-05-28 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483074680001-50
3984;FITPREV;PLANO DE BENEFÍCIOS FITPREV DE CONTRIBUIÇÃO DEFINIDA;2012002056;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2012-11-20 00:00:00.0000000;2013-01-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483075520001-73
4164;SESI-PIPREV;PLANO DE BENEFÍCIOS SESI-PIPREV;2013001274;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2013-07-15 00:00:00.0000000;2013-10-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483075640001-06
4404;HMB PREV;PLANO DE APOSENTADORIA HMB PREV;2014000247;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2014-02-01 00:00:00.0000000;2014-03-11 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483075780001-11
4524;PLANO DE APOSENTADORIA MOTOROLA SOLUTION;PLANO DE APOSENTADORIA MOTOROLA SOLUTIONS;2014001065;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2014-06-12 00:00:00.0000000;2014-09-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483075850001-13
3944;MAIS FUTURO(FAMÍLIA);PLANO COOPERATIVO DE PREVIDÊNCIA MAIS FUTURO;2012001874;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2012-10-04 00:00:00.0000000;2012-10-18 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483075500001-84
4105;ABDI-FLEXCERES;PLANO DE BENEFÍCIOS ABDI-FLEXCERES;2013000911;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2013-05-31 00:00:00.0000000;2013-08-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483075610001-64
3884;PLANO DENTALUNIPREV;PLANO DE BENEFÍCIOS DENTALUNIPREV;2012001629;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2012-09-24 00:00:00.0000000;2012-10-01 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483075480001-05
4144;PREVSIAS;PLANO DE APOSENTADORIA SIAS;2013001118;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2013-06-21 00:00:00.0000000;2014-01-29 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483075630001-53
4485;EMATERDF-FLEXCERES;PLANO DE BENEFÍCIOS EMATERDF-FLEXCERES;2014000883;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Variável;;2014-05-06 00:00:00.0000000;2014-09-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483075840001-79
4704;PB CD - METRO - DF;PLANO DE BENEFÍCIOS  - CD - METRO - DF;2014002118;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2014-12-16 00:00:00.0000000;2015-01-30 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483075930001-60
5105;ESPN;PLANO DE PREVIDÊNCIA ESPN;2016001119;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2016-08-12 00:00:00.0000000;2016-11-14 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483076260001-71
5765;PLANO CD AUREN;PLANO DE APOSENTADORIA DE CONTRIBUIÇÃO DEFINIDA AUREN;2018000829;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2018-06-18 00:00:00.0000000;2019-11-28 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483076630001-80
6585;PLANO PREVEVIDÊNCIA RHENDE+PREV;PLANO DE PREVIDÊNCIA RHENDE+PREV;2019003392;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2019-12-16 00:00:00.0000000;2019-12-16 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483077170001-07
6725;PREVCOM MS (SERVIDOR);PLANO DE BENEFÍCIOS PREVCOM MS;2020000474;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2020-07-13 00:00:00.0000000;2020-09-15 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483077280001-97
6885;PLANO DE BENEFÍCIOS D - ALCON;PLANO DE BENEFÍCIOS D - ALCON;2020001292;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2020-07-30 00:00:00.0000000;2020-10-21 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483077370001-88
6905;PLANO DE BENEFÍCIOS DXC;PLANO DE BENEFÍCIOS DXC;2020001365;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2020-08-03 00:00:00.0000000;2020-11-30 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483077380001-22
6945;FF;FAPES FAMÍLIA;2020001519;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2020-08-06 00:00:00.0000000;2021-08-11 16:50:29.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;1;06/05/26;483077410001-46
6965;MAIS VISÃO;PLANO SETORIAL MAIS VISÃO;2020001683;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2020-08-07 00:00:00.0000000;2020-10-15 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483077420001-90
6926;#CALC!;PLANO DE BENEFÍCIOS SETORIAL +VALOR;2020001756;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2020-08-07 00:00:00.0000000;2020-12-01 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483077430001-35
7005;FAMÍLIA INDÚSTRIA;PLANO  FAMÍLIA INDÚSTRIA;2020001918;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2020-09-25 00:00:00.0000000;2021-02-04 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483077450001-24
7225;PLANO PETROS - 3;PLANO PETROS - 3;2021000011;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-01-27 00:00:00.0000000;2021-08-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483077640001-50
7505;FAMÍLIA INOVAR;PLANO SETORIAL FAMÍLIA INOVAR;2021001938;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2021-08-20 00:00:00.0000000;2021-12-07 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483077840001-21
5384;LUBRIZOL PREV CD;LUBRIZOL PREV DE CONTRIBUIÇÃO DEFINIDA;2017000418;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2017-03-15 00:00:00.0000000;2017-03-15 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483076420001-64
5865;PREVCOM RO (SERVIDOR);PLANO DE BENEFÍCIOS PREVCOM RO;2018001329;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2018-08-21 00:00:00.0000000;2018-12-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483076680001-02
7165;PLANO FAMÍLIA BRF PREVIDÊNCIA;PLANO INSTITUÍDO SETORIAL FAMÍLIA BRF PREVIDÊNCIA;2020002965;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2020-12-10 00:00:00.0000000;2021-01-28 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483077570001-59
7185;COMPESAPREV CD;PLANO MISTO I DE BENEFÍCIOS - COMPESAPREV CD;2020003147;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2020-12-17 00:00:00.0000000;2021-03-17 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483077590001-48
7226;CELOS FAMÍLIA;PLANO SETORIAL CELOS FAMÍLIA;2021000192;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2021-02-01 00:00:00.0000000;2022-07-28 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483077650001-03
4964;AXALTA PREV;PLANO AXALTA PREV;2016000147;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2016-04-05 00:00:00.0000000;2016-04-05 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483076140001-47
5745;PLANO ENETWORKPOWER;PLANO EMERSON NETWORK POWER;2018000756;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2018-06-14 00:00:00.0000000;2018-06-14 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483076620001-35
6265;BBPREV COOP (SETORIAL);PLANO DE BENEFÍCIOS SETORIAL DO COOPERATIVISMO AGROPECUÁRIO;2019001047;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2019-06-25 00:00:00.0000000;2019-12-12 00:00:00.0000000;;;Sim;Instituído;Não;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;1;06/05/26;483076920001-41
7405;PAP - FRONERI;PLANO DE APOSENTADORIA PROGRAMADA - PAP - FRONERI;2021001156;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2021-06-25 00:00:00.0000000;2021-06-25 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483077760001-85
7406;PAN - FRONERI;PLANO DE APOSENTADORIA PAN - FRONERI;2021001229;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2021-06-25 00:00:00.0000000;2021-06-25 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483077770001-20
4924;PLANO CACIBAN;PLANO DE APOSENTADORIA CACIBAN;2015001565;ATIVO;EM FUNCIONAMENTO;LC 109;Benefício Definido;;2015-12-01 00:00:00.0000000;2016-01-04 00:00:00.0000000;;;Sim;Patrocinado;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483076100001-69
4925;PLANO DCA;PLANO DCA DE APOSENTADORIA;2015001638;ATIVO;EM FUNCIONAMENTO;LC 109;Benefício Definido;;2015-12-01 00:00:00.0000000;2016-01-04 00:00:00.0000000;;;Sim;Patrocinado;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483076110001-03
4926;PLANO DAB;PLANO DAB DE APOSENTADORIA;2015001719;ATIVO;EM FUNCIONAMENTO;LC 109;Benefício Definido;;2015-12-01 00:00:00.0000000;2016-01-04 00:00:00.0000000;;;Sim;Patrocinado;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;1;06/05/26;483076120001-58
5325;FOZ DO CHAPECÓ PREV;FOZ DO CHAPECÓ PREV;2016002311;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2016-12-29 00:00:00.0000000;2016-12-31 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;1;06/05/26;483076390001-40
5866;PLANO EMAE - CD;PLANO DE APOSENTADORIA DE CONTRIBUIÇÃO DEFINIDA EMAE;2018001418;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2018-08-24 00:00:00.0000000;2018-12-28 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;1;06/05/26;483076690001-57
