ID_PLANO;SG_PLANO;NM_PLANO;NU_CNPB;ID_SIT_PRINCIPAL_PLANO;ID_SIT_PLANO;CS_FUNDAMENTACAO_LEGAL;CS_MODALIDADE_PLANO;DT_APROV_PLANO;DT_AUTORIZ_PLANO;DT_INIC_FUNC_PLANO;DT_FECHA_MASSA_PLANO;DT_ENCER_EXTINCAO_PLANO;IN_PLANO_PREVIDENCIAL;CS_PLANO_PATROC_INSTIT;IN_RISCO_MUTALISTA;IN_CONTRIB_NORMAL_PARTIC;IN_CONTRIB_NORMAL_ASSIST;IN_CONTRIB_NORMAL_PATROC;IN_DESP_ADM_PARTIC;IN_DESP_ADM_ASSIST;IN_DESP_ADM_PATROC;IN_CONTRIB_SERV_PASSADO_PARTIC;IN_CONTRIB_SERV_PASSADO_ASSIST;IN_CONTRIB_SERV_PASSADO_PATROC;IN_INSTITUTO_AUTOPATROCINIO;QT_PATROCINADORES;DT_EXTRACAO;NU_CNPJ
6865;CD XPREV;PLANO DE APOSENTADORIA CD XPREV;2020001111;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2020-07-28 00:00:00.0000000;2020-11-03 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;2;06/05/26;483077360001-33
7345;SCPREV MAIS (SERVIDOR);PLANO DE BENEFÍCIOS DE PREVIDÊNCIA COMPLEMENTAR SCPREV MAIS;2021000818;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-04-27 00:00:00.0000000;2024-12-02 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;3;06/05/26;483077730001-41
7465;PLANO DE CONTRIBUIÇÃO DEFINIDA CITIBANK;PLANO DE BENEFÍCIOS DE CONTRIBUIÇÃO DEFINIDA CITIBANK;2021001792;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2021-07-28 00:00:00.0000000;2021-10-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;5;06/05/26;483077820001-32
5044;PLANO PREVER;PLANO DE BENEFICIOS PREVER;2016000619;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2016-06-16 00:00:00.0000000;2016-08-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;483076200001-02
5604;PLANO  ABBOTT;PLANO DE APOSENTADORIA ABBOTT;2017001538;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2017-12-12 00:00:00.0000000;2017-12-12 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;3;06/05/26;483076550001-33
5785;PLANO CD;PLANO DE APOSENTADORIA DE CONTRIBUIÇÃO DEFINIDA ELETROPAULO;2018000918;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2018-06-19 00:00:00.0000000;2019-08-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;483076650001-79
5805;PREVNORDESTE-SERGIPE (SERVIDOR);PREVNORDESTE-SERGIPE;2018001019;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2018-07-03 00:00:00.0000000;2019-02-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;5;06/05/26;483076660001-13
6145;BOSCHLIFE;PLANO DE BENEFÍCIOS BOSCHLIFE;2019000474;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2019-02-21 00:00:00.0000000;2019-05-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;9;06/05/26;483076860001-94
6165;DF-PREVIDÊNCIA (SERVIDOR);PLANO DE BENEFÍCIOS DO SERVIDOR PÚBLICO DO DISTRITO FEDERAL;2019000547;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2019-03-01 00:00:00.0000000;2019-04-11 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;4;06/05/26;483076870001-39
6805;PREVICOKE CD II;PLANO DE BENEFÍCIOS CD PREVICOKE II;2020000865;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2020-04-22 00:00:00.0000000;2020-07-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;4;06/05/26;483077330001-08
7545;PLANO CD ELETROBRÁS I;PLANO ELETROBRÁS DE CONTRIBUIÇÃO DEFINIDA I;2021002111;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-08-31 00:00:00.0000000;2021-11-12 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;4;06/05/26;483077860001-10
7565;VIVA MAIS PREFEITURAS;VIVA MAIS MULTI PREFEITURAS;2021002292;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-09-10 00:00:00.0000000;2022-03-04 16:51:24.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;32;06/05/26;483077870001-65
4844;FAMÍLIA PREVIDÊNCIA CORPORATIVO;FAMÍLIA PREVIDÊNCIA CORPORATIVO;2015000992;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2015-08-25 00:00:00.0000000;2015-10-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;5;06/05/26;483076030001-67
5544;FECOMERCIO MG-I;PLANO DE BENEFÍCIOS FECOMÉRCIO MG-I;2017001211;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2017-09-04 00:00:00.0000000;2017-09-04 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;3;06/05/26;483076510001-55
5925;LUNELLIPREV;PLANO DE BENEFÍCIOS LUNELLIPREV;2018001711;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2018-10-02 00:00:00.0000000;2019-02-05 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;9;06/05/26;483076730001-15
7425;CD1 (SERVIDOR);FBPREV MULTIPATROCINADO;2021001474;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-07-08 00:00:00.0000000;2022-04-28 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;145;06/05/26;483077790001-19
7445;FAMÍLIA PREVIDÊNCIA MUNICÍPIOS;FAMÍLIA PREVIDÊNCIA MUNICÍPIOS;2021001547;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-07-12 00:00:00.0000000;2022-01-24 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;112;06/05/26;483077800001-43
6046;CURITIBAPREVPLAN 1(SERVIDOR);PLANO DE BENEFÍCIOS DOS SERVIDORES DO MUNICÍPIO DE CURITIBA - CURITIBAPREVPLAN 1;2018002465;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2018-12-28 00:00:00.0000000;2019-01-31 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;3;06/05/26;483076810001-61
6547;COLABORADOR;PLANO MULTICOOP COLABORADOR;2019003538;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2019-12-23 00:00:00.0000000;2020-05-08 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;17;06/05/26;483077190001-04
6665;CD CPFL;PLANO DE APOSENTADORIA DE CONTRIBUIÇÃO DEFINIDA CPFL;2020000156;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2020-02-07 00:00:00.0000000;2020-05-04 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;5;06/05/26;483077260001-06
7045;NCD;NOVO PLANO DE CONTRIBUIÇÃO DEFINIDA;2020002256;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2020-10-15 00:00:00.0000000;2021-05-03 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;12;06/05/26;483077490001-02
7046;AL-PREVCOMP (SERVIDOR);AL-PREVCOMP;2020002329;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2020-10-15 00:00:00.0000000;2021-01-07 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;6;06/05/26;483077500001-37
7385;PREV-MAIS (SERVIDOR);PLANO DE BENEFÍCIOS PREV-MAIS;2021001083;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-05-18 00:00:00.0000000;2022-05-03 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;6;06/05/26;483077750001-30
4864;PLANO PORTOPREV II;PLANO DE BENEFICIOS PORTOPREV II;2015001174;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2015-09-24 00:00:00.0000000;2015-12-29 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;25;06/05/26;483076050001-56
5004;PLANO V;PLANO DE BENEFICIOS V;2016000392;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2016-05-05 00:00:00.0000000;2016-11-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;7;06/05/26;483076170001-80
5124;PLANO RS-FUTURO (SERVIDOR);PLANO DE BENEFÍCIOS DO SERVIDOR PÚBLICO DO ESTADO DO RIO GRANDE DO SUL;2016001283;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2016-08-18 00:00:00.0000000;2016-11-08 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;6;06/05/26;483076270001-16
5344;PB CD - 05;PLANO DE BENEFÍCIOS - CD - 05;2017000183;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2017-02-10 00:00:00.0000000;2017-03-22 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;7;06/05/26;483076400001-75
5464;PLANO DE APOSENTADORIA SOLVAYPREV;PLANO DE APOSENTADORIA SOLVAYPREV;2017000892;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2017-06-12 00:00:00.0000000;2017-07-28 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;3;06/05/26;483076460001-42
6626;SP PREVIDÊNCIA (SERVIDOR);PLANO DE BENEFÍCIOS SP PREVIDÊNCIA;2019003856;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2020-01-02 00:00:00.0000000;2020-10-21 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;3;06/05/26;483077230001-64
7187;PB-AEROSPACE;PLANO DE BENEFÍCIOS AEROSPACE;2020003392;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2020-12-21 00:00:00.0000000;2020-12-21 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;2;06/05/26;483077610001-17
7285;PREV-CE (SERVIDOR);PLANO DE PREVIDÊNCIA COMPLEMENTAR DOS SERVIDORES DO ESTADO DO CEARÁ;2021000583;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-03-10 00:00:00.0000000;2021-09-09 14:20:16.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;6;06/05/26;483077690001-83
8027;PLANO VIVA FEDERATIVO;PLANO VIVA FEDERATIVO;2022001338;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2022-06-06 00:00:00.0000000;2022-08-08 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;8;06/05/26;483078160001-99
8247;PLANO REGIONAL;PLANO REGIONAL - PLANO DE BENEFÍCIOS PARA ENTES FEDERATIVOS;2022002611;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2022-11-10 00:00:00.0000000;2023-04-20 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;16;06/05/26;496198470001-48
8747;PLANO MUNICÍPIOS;PLANO DE BENEFÍCIOS MUTUOPREV MUNICÍPIOS;2024000029;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2024-04-09 00:00:00.0000000;2024-09-19 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;6;06/05/26;554338870001-01
7667;SERVIDORES DO BRASIL CD (SERVIDOR);PLANO DE BENEFICIOS DE CONTRIBUIÇÃO DEFINIDA DOS SERVIDORES DO BRASIL;2021002918;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-11-04 00:00:00.0000000;2023-04-28 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;13;06/05/26;483077940001-67
7687;BBPREV BRASIL (SERVIDOR);PLANO DE BENEFÍCIOS BBPREV BRASIL;2021003019;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-11-16 00:00:00.0000000;2022-02-03 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;282;06/05/26;483077950001-01
8107;FEF;FIPECQ ENTES FEDERATIVOS;2022001974;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2022-06-22 00:00:00.0000000;2022-10-20 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;32;06/05/26;496198520001-50
8387;FBPREV CD;PLANO DE BENEFÍCIOS FBPREV CD;2023000238;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2023-01-16 00:00:00.0000000;2023-03-24 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;6;06/05/26;496199070001-22
8547;PREVINOVA;PLANO DE BENEFÍCIOS PREVINOVA;2023001056;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2023-07-20 00:00:00.0000000;2024-01-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;524123340001-76
7787;REGIUSPREV (SERVIDOR);REGIUSPREV;2021003574;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-12-22 00:00:00.0000000;2023-02-09 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;12;06/05/26;483078010001-20
8427;FUTURUS;PLANO FUTURUS;2023000483;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2023-02-06 00:00:00.0000000;2023-05-02 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;511376660001-27
8727;CD PREVSERV BRASIL;PLANO DE BENEFÍCIOS CD PREVSERV BRASIL;2023001838;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2023-12-01 00:00:00.0000000;2024-05-08 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;531856290001-10
7627;PLANO FUTURAFLEX;PLANO DE APOSENTADORIA FUTURAFLEX;2021002756;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2021-10-19 00:00:00.0000000;2022-01-07 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;8;06/05/26;483077920001-78
7647;PREV-CE MUNICÍPIOS (SERVIDOR);PLANO DE PREVIDÊNCIA COMPLEMENTAR DOS MUNICÍPIOS DO ESTADO DO CEARÁ;2021002829;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2021-10-27 00:00:00.0000000;2022-03-04 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;16;06/05/26;483077930001-12
7827;ENTES;CAPESESP MULTI ENTES FEDERATIVOS;2022000218;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;2022-01-14 00:00:00.0000000;2023-01-27 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;17;06/05/26;483078040001-64
8167;PLANO CD;PLANO DE BENEFÍCIOS DE CONTRIBUIÇÃO DEFINIDA;2022002229;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2022-09-23 00:00:00.0000000;2023-09-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;6;06/05/26;496198550001-94
8227;VEM PREV;PLANO DE APOSENTADORIA DE CONTRIBUIÇÃO DEFINIDA VEM;2022002547;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2022-10-26 00:00:00.0000000;2022-12-29 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;496198580001-28
8667;FIBRA CD;PLANO DE BENEFICIOS FIBRA CD;2023001511;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2023-09-27 00:00:00.0000000;2024-03-27 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;2;06/05/26;531850780001-94
81;FAELFLEX;PLANO MISTO DE BENEFÍCIOS PREVIDENCIÁRIOS Nº 001;1998003647;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;1998-06-16 00:00:00.0000000;1998-10-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Sim;4;06/05/26;483069930001-50
85;PCD;PLANO DE CONTRIBUIÇÃO DEFINIDA;1997000611;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;1997-01-31 00:00:00.0000000;1997-04-02 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;3;06/05/26;483069440001-18
17;PACV;PLANO DE APOSENTADORIA DE CONTRIBUIÇÃO VARIÁVEL;2000008119;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Variável;;2000-11-24 00:00:00.0000000;2000-12-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;9;06/05/26;483071270001-84
15;ALCOA PREVI;PLANO ALCOA DE SEGURIDADE SOCIAL;1988003156;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;1988-11-30 00:00:00.0000000;1989-03-31 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;4;06/05/26;483067550001-45
37;INSTITUTO AMBEV;PLANO DE BENEFICIOS DE CONTRIBUIÇÃO DEFINIDA;1996004174;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;1996-12-10 00:00:00.0000000;1998-05-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;10;06/05/26;483069330001-38
747;BOTICARIO PREV;PLANO DE BENEFÍCIOS BOTICÁRIO PREV;1995003638;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;1995-12-12 00:00:00.0000000;1996-03-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;27;06/05/26;483069030001-21
746;TRAMONTINAPREV;PLANO DE BENEFÍCIOS TRAMONTINAPREV;1995002992;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;1995-11-24 00:00:00.0000000;1996-01-02 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;20;06/05/26;483068960001-68
745;MARCOPREV;PLANO DE APOSENTADORIA SUPLEMENTAR;1995002811;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;1995-10-17 00:00:00.0000000;1995-12-20 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;9;06/05/26;483068950001-13
36;PLANO DE APOSENTADORIA BASF;PLANO DE APOSENTADORIA BASF;1986000818;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;1986-12-23 00:00:00.0000000;1986-12-31 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;10;06/05/26;483067110001-15
191;TIMPREV-NORDESTE;PLANO DE BENEFÍCIOS TIMPREV - NORDESTE;2002002029;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2002-11-13 00:00:00.0000000;2002-11-13 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;2;06/05/26;483071630001-48
192;TIMPREV-SUL;PLANO DE BENEFÍCIOS TIMPREV SUL;2002002118;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2002-11-13 00:00:00.0000000;2002-11-13 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;2;06/05/26;483071640001-92
170;PLANO II;PLANO DE BENEFÍCIOS II;1999003918;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;1987-04-08 00:00:00.0000000;2000-02-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;5;06/05/26;483070620001-77
118;PLANO IBPPREV ASSOCIADOS;PLANO IBPPREV ASSOCIADOS;2002001911;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2002-11-06 00:00:00.0000000;2003-01-28 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;483071620001-01
158;02-B;PLANO DE BENEFÍCIOS 02-B;1999002865;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Definida;;1999-09-27 00:00:00.0000000;2000-02-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;483070530001-86
157;01-B;PLANO DE BENEFÍCIOS 01-B;1999002938;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;1999-09-27 00:00:00.0000000;2000-02-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;483070540001-20
146;PLANO DE APOSENTADORIA;PLANO DE PREVIDÊNCIA COMPLEMENTAR UNILEVERPREV;2002002411;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2002-11-27 00:00:00.0000000;2003-02-01 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;9;06/05/26;483071650001-37
736;B3;REGULAMENTO DO PLANO DE BENEFÍCIOS B3;1995001147;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;1995-04-13 00:00:00.0000000;1995-09-29 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;5;06/05/26;483068840001-33
712;EMBRAER PREV;PLANO DE APOSENTADORIA EMBRAER PREV;1999000919;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;1999-02-09 00:00:00.0000000;1999-03-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;8;06/05/26;483070360001-49
749;DSM;PLANO DE BENEFÍCIOS DSM;2003002911;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Definida;;2003-04-22 00:00:00.0000000;2003-04-22 00:00:00.0000000;;;Sim;Patrocinado;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;9;06/05/26;483072050001-40
758;MARTINSPREV;PLANO DE BENEFÍCIOS MARTINSPREV;1998001156;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;1998-02-14 00:00:00.0000000;1998-06-14 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;17;06/05/26;483069780001-02
314;B;PLANO MISTO DE BENEFÍCIOS PREVIDENCIÁRIOS - PLANO B;1997002711;ATIVO;EM FUNCIONAMENTO;LC 108/109;Contribuição Variável;;1997-09-29 00:00:00.0000000;1997-11-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;11;06/05/26;483069600001-00
304;PLANO MISTO;PLANO DE BENEFÍCIOS II;2000008038;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;2000-11-21 00:00:00.0000000;2001-01-21 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;2;06/05/26;483071260001-30
243;WEGPREV;PLANO DE PREVIDÊNCIA WEG;1991001411;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;1991-07-24 00:00:00.0000000;1991-10-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;20;06/05/26;483067970001-86
234;PCV I;PLANO DE CONTRIBUIÇÃO VARIAVEL I;1998006638;ATIVO;EM FUNCIONAMENTO;LC 109;Contribuição Variável;;1998-11-19 00:00:00.0000000;1999-01-01 00:00:00.0000000;;;Sim;Patrocinado;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não;Sim;8;06/05/26;483070210001-80
