202501;941;SERPROS;EFPC;NULL;0;7;12000;" Auxílios - Prestação Continuada";FOLHA;17;4;6;6;15;2026-06-26
202501;941;SERPROS;EFPC;NULL;0;21;31200;" Participante - com custeio patronal e do participante";FOLHA;7466;11;129;129;7348;2026-06-26
202501;941;SERPROS;EFPC;NULL;0;23;32000;" Assistidos - Aposentados";FOLHA;4784;38;1;1;4821;2026-06-26
202501;941;SERPROS;EFPC;NULL;0;24;33000;" Assistidos - Beneficiários de Pensão";FOLHA;1031;4;4;4;1031;2026-06-26
202501;941;SERPROS;EFPC;NULL;0;25;34000;" Designados";FOLHA;24953;16;3;3;24966;2026-06-26
202502;941;SERPROS;EFPC;NULL;0;7;12000;" Auxílios - Prestação Continuada";FOLHA;15;5;6;6;14;2026-06-26
202502;941;SERPROS;EFPC;NULL;0;21;31200;" Participante - com custeio patronal e do participante";FOLHA;7348;35;90;90;7293;2026-06-26
202502;941;SERPROS;EFPC;NULL;0;23;32000;" Assistidos - Aposentados";FOLHA;4821;44;6;6;4859;2026-06-26
202502;941;SERPROS;EFPC;NULL;0;24;33000;" Assistidos - Beneficiários de Pensão";FOLHA;1031;7;3;3;1035;2026-06-26
202502;941;SERPROS;EFPC;NULL;0;25;34000;" Designados";FOLHA;24966;53;4;4;25015;2026-06-26
202503;941;SERPROS;EFPC;NULL;0;7;12000;" Auxílios - Prestação Continuada";FOLHA;14;7;2;2;19;2026-06-26
202503;941;SERPROS;EFPC;NULL;0;21;31200;" Participante - com custeio patronal e do participante";FOLHA;7293;25;13;13;7305;2026-06-26
202503;941;SERPROS;EFPC;NULL;0;23;32000;" Assistidos - Aposentados";FOLHA;4859;22;6;6;4875;2026-06-26
202503;941;SERPROS;EFPC;NULL;0;24;33000;" Assistidos - Beneficiários de Pensão";FOLHA;1035;3;3;3;1035;2026-06-26
202503;941;SERPROS;EFPC;NULL;0;25;34000;" Designados";FOLHA;25015;64;2;2;25077;2026-06-26
202504;941;SERPROS;EFPC;NULL;0;7;12000;" Auxílios - Prestação Continuada";FOLHA;19;7;8;8;18;2026-06-26
202504;941;SERPROS;EFPC;NULL;0;21;31200;" Participante - com custeio patronal e do participante";FOLHA;7305;26;21;21;7310;2026-06-26
202504;941;SERPROS;EFPC;NULL;0;23;32000;" Assistidos - Aposentados";FOLHA;4875;6;4;4;4877;2026-06-26
202504;941;SERPROS;EFPC;NULL;0;24;33000;" Assistidos - Beneficiários de Pensão";FOLHA;1035;4;4;4;1035;2026-06-26
202504;941;SERPROS;EFPC;NULL;0;25;34000;" Designados";FOLHA;25077;28;2;2;25103;2026-06-26
202505;941;SERPROS;EFPC;NULL;0;7;12000;" Auxílios - Prestação Continuada";FOLHA;18;1;8;8;11;2026-06-26
