Textbox13
"Valores em R$ 1,00"

DATA_COMP,SG_EFPC,LEGISLACAO_ENT,NU_CNPB,Textbox17,SITUACAO,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304030200,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO - FIDC - COTA SUBORDINADA,"366.415,93",DV,"6.029,48","4.386,30","368.059,11",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304040000,FUNDO DE AÇÕES,"1.429.581,55",DV,"95.953,87","0,00","1.525.535,42",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304070000,FUNDO MULTIMERCADO ,"0,00",DV,"0,00","0,00","0,00",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304080000,FUNDO MULTIMERCADO ESTRUTURADO,"3.812.645,12",DV,"284.627,10","402.270,10","3.695.002,12",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304100000,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ,"733.577,02",DV,"18.771,06","0,00","752.348,08",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020308000000,OPERAÇÕES COM PARTICIPANTES,"1.358.807,73",DV,"128.059,23","118.930,38","1.367.936,58",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020308010000,EMPRÉSTIMOS A PARTICIPANTES,"1.358.807,73",DV,"128.059,23","118.930,38","1.367.936,58",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020308010100,EMPRÉSTIMOS,"1.358.807,73",DV,"128.059,23","118.930,38","1.367.936,58",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2000000000000,PASSIVO,"91.966.577,88",CR,"3.097.888,57","3.601.529,25","92.470.218,56",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010000000000,EXIGÍVEL OPERACIONAL,"67.253,33",CR,"1.901.855,92","1.921.466,16","86.863,57",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010100000000,GESTÃO PREVIDENCIAL,"48.535,03",CR,"841.660,45","849.522,31","56.396,89",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010101000000,BENEFÍCIOS A PAGAR,"20.394,16",CR,"368.387,69","368.210,81","20.217,28",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010102000000,RETENÇÕES A RECOLHER,"6.085,12",CR,"6.085,12","12.881,17","12.881,17",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010103000000,RECURSOS ANTECIPADOS,"0,00",CR,"0,00","0,00","0,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010103990000,OUTROS RECURSOS ANTECIPADOS,"0,00",CR,"0,00","0,00","0,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010199000000,OUTRAS EXIGIBILIDADES,"22.055,75",CR,"467.187,64","468.430,33","23.298,44",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010200000000,GESTÃO ADMINISTRATIVA,"0,00",CR,"0,00","16.546,29","16.546,29",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010202000000,RETENÇÕES A RECOLHER,"0,00",CR,"0,00","16.546,29","16.546,29",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010300000000,INVESTIMENTOS,"18.718,30",CR,"1.060.195,47","1.055.397,56","13.920,39",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010301000000,TÍTULOS PÚBLICOS,"0,00",CR,"0,00","0,00","0,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010302000000,ATIVOS FINANCEIROS DE CRÉDITO PRIVADO,"0,00",CR,"0,00","0,00","0,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010304000000,FUNDOS DE INVESTIMENTO,"0,00",CR,"932.000,00","932.000,00","0,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010308000000,OPERAÇÕES COM PARTICIPANTES,"2.793,30",CR,"101.008,07","99.026,60","811,83",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010310000000,TAXA DE ADMINISTRAÇÃO A REPASSAR,"2.056,73",CR,"2.050,40","2.028,68","2.035,01",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010310020000,TAXA DE ADMINISTRAÇÃO DOS EMPRÉSTIMOS E FINANCIAMENTOS A REPASSAR,"2.056,73",CR,"2.050,40","2.028,68","2.035,01",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010399000000,OUTRAS EXIGIBILIDADES,"13.868,27",CR,"25.137,00","22.342,28","11.073,55",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2020000000000,EXIGÍVEL CONTINGENCIAL,"445.933,02",CR,"446.375,50","5.694,35","5.251,87",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2020100000000,GESTÃO PREVIDENCIAL,"445.933,02",CR,"446.375,50","5.694,35","5.251,87",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2020101000000,PROVISÃO,"445.933,02",CR,"446.375,50","5.694,35","5.251,87",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030000000000,PATRIMÔNIO SOCIAL,"91.453.391,53",CR,"749.657,15","1.674.368,74","92.378.103,12",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030100000000,PATRIMÔNIO DE COBERTURA DO PLANO,"79.268.142,79",CR,"351.345,20","1.283.485,90","80.200.283,49",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101000000,PROVISÕES MATEMÁTICAS,"67.297.273,40",CR,"351.345,20","1.130.615,19","68.076.543,39",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101010000,BENEFÍCIOS CONCEDIDOS,"42.020.445,28",CR,"301.551,12","569.958,08","42.288.852,24",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101010100,CONTRIBUIÇÃO DEFINIDA,"6.543.126,39",CR,"101.182,57","119.177,08","6.561.120,90",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101010101,SALDO DE CONTAS DOS ASSISTIDOS - CONSTITUÍDO,"6.543.126,39",CR,"101.182,57","119.177,08","6.561.120,90",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101010200,BENEFÍCIO DEFINIDO ESTRUTURADO EM REGIME DE CAPITALIZAÇÃO,"35.477.318,89",CR,"200.368,55","450.781,00","35.727.731,34",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101010201,VALOR ATUAL DOS BENEFÍCIOS FUTUROS PROGRAMADOS - ASSISTIDOS,"0,00",CR,"0,00","0,00","0,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101010202,VALOR ATUAL DOS BENEFÍCIOS FUTUROS NÃO PROGRAMADOS - ASSISTIDOS,"35.477.318,89",CR,"200.368,55","450.781,00","35.727.731,34",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101020000,BENEFÍCIOS A CONCEDER,"25.276.828,12",CR,"49.794,08","560.657,11","25.787.691,15",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101020100,CONTRIBUIÇÃO DEFINIDA,"25.276.828,12",CR,"49.794,08","560.657,11","25.787.691,15",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101020101,SALDO DE CONTAS - PARCELA PATROCINADOR(ES)/ INSTITUIDOR(ES),"9.448.248,84",CR,"24.531,92","207.438,51","9.631.155,43",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101020102,SALDO DE CONTAS - PARCELA CONSTITUÍDA PELOS PARTICIPANTES,"15.322.479,32",CR,"25.262,16","346.755,59","15.643.972,75",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101020103,SALDO DE CONTAS - PARCELA PARTICIPANTES PORTADA DE EFPC,"456.203,38",CR,"0,00","5.825,82","462.029,20",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101020104,SALDO DE CONTAS - PARCELA PARTICIPANTES PORTADA DE EAPC,"49.896,58",CR,"0,00","637,19","50.533,77",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030102000000,EQUILÍBRIO TÉCNICO,"11.970.869,39",CR,"0,00","152.870,71","12.123.740,10",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030102010000,RESULTADOS REALIZADOS,"11.970.869,39",CR,"0,00","152.870,71","12.123.740,10",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030102010100,SUPERÁVIT TÉCNICO ACUMULADO,"11.970.869,39",CR,"0,00","152.870,71","12.123.740,10",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030102010101,RESERVA DE CONTINGÊNCIA,"7.277.296,88",CR,"0,00","92.932,73","7.370.229,61",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030102010102,RESERVA ESPECIAL PARA REVISÃO DE PLANO,"4.693.572,51",CR,"0,00","59.937,98","4.753.510,49",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030200000000,FUNDOS,"12.185.248,74",CR,"398.311,95","390.882,84","12.177.819,63",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030201000000,FUNDOS PREVIDENCIAIS,"11.678.978,75",CR,"398.311,95","385.068,04","11.665.734,84",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030201010000,REVERSÃO DE SALDO POR EXIGÊNCIA REGULAMENTAR,"4.834.045,22",CR,"21.651,53","74.949,53","4.887.343,22",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030201020000,REVISÃO DE PLANO,"290.967,32",CR,"289.565,31","17,91","1.419,92",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030201030000,OUTROS - PREVISTOS EM NOTA TÉCNICA ATUARIAL,"6.553.966,21",CR,"87.095,11","310.100,60","6.776.971,70",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030202000000,FUNDOS ADMINISTRATIVOS,"432.766,94",CR,"0,00","4.169,94","436.936,88",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030202020000,PARTICIPACÃO NO FUNDO ADMINISTRATIVO PGA,"432.766,94",CR,"0,00","4.169,94","436.936,88",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030203000000,FUNDOS PARA GARANTIA DAS OPERAÇÕES COM PARTICIPANTES,"73.503,05",CR,"0,00","1.644,86","75.147,91",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3000000000000,GESTÃO PREVIDENCIAL,"0,00",DV,"2.106.600,86","2.106.600,86","0,00",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010000000000,ADIÇÕES,"868.196,06",CR,"0,00","260.257,06","1.128.453,12",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010100000000,CORRENTES,"763.859,71",CR,"0,00","260.257,06","1.024.116,77",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010101000000,PATROCINADOR(ES),"313.217,43",CR,"0,00","108.746,64","421.964,07",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010101010000,CONTRIBUIÇÕES NORMAIS,"313.217,43",CR,"0,00","108.746,64","421.964,07",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010103000000,PARTICIPANTES,"437.003,09",CR,"0,00","150.517,08","587.520,17",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010103010000,ATIVOS,"437.003,09",CR,"0,00","150.517,08","587.520,17",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010103010100,CONTRIBUIÇÕES NORMAIS,"437.003,09",CR,"0,00","150.517,08","587.520,17",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010103010101,REGULAR,"432.003,09",CR,"0,00","147.517,08","579.520,17",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010103010102,VOLUNTÁRIA,"5.000,00",CR,"0,00","3.000,00","8.000,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010103020000,ASSISTIDOS,"0,00",CR,"0,00","0,00","0,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010103020100,CONTRIBUIÇÕES NORMAIS,"0,00",CR,"0,00","0,00","0,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010104000000,AUTOPATROCINADOS,"2.339,19",CR,"0,00","993,34","3.332,53",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010104010000,CONTRIBUIÇÕES NORMAIS,"2.339,19",CR,"0,00","993,34","3.332,53",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010104010100,REGULAR,"2.339,19",CR,"0,00","993,34","3.332,53",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010105000000,PARTICIPANTES EM BPD,"11.300,00",CR,"0,00","0,00","11.300,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010105010000,CONTRIBUIÇÕES NORMAIS,"11.300,00",CR,"0,00","0,00","11.300,00",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010500000000,PORTABILIDADE,"104.336,35",CR,"0,00","0,00","104.336,35",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3010501000000,PREVIDÊNCIA COMPLEMENTAR FECHADA,"104.336,35",CR,"0,00","0,00","104.336,35",CR
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020000000000,DEDUÇÕES,"-1.228.509,24",DV,"410.297,74","288,00","-1.638.518,98",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020100000000,BENEFÍCIOS DE PRESTAÇÃO CONTINUADA,"-804.039,69",DV,"266.312,50","288,00","-1.070.064,19",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020101000000,APOSENTADORIA PROGRAMADA,"-190.790,56",DV,"63.979,04","288,00","-254.481,60",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020102000000,INVALIDEZ,"-355.258,73",DV,"115.291,15","0,00","-470.549,88",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020103000000,PENSÕES,"-257.990,40",DV,"87.042,31","0,00","-345.032,71",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020200000000,BENEFÍCIOS DE PRESTAÇÃO ÚNICA,"0,00",DV,"0,00","0,00","0,00",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020201000000,PECÚLIOS,"0,00",DV,"0,00","0,00","0,00",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020299000000,OUTROS BENEFÍCIOS DE PRESTAÇÃO ÚNICA,"0,00",DV,"0,00","0,00","0,00",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020300000000,INSTITUTOS,"-111.252,12",DV,"35.238,60","0,00","-146.490,72",DV
04/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,3020301000000,RESGATE,"-111.252,12",DV,"35.238,60","0,00","-146.490,72",DV
