Textbox13
"Valores em R$ 1,00"

DATA_COMP,SG_EFPC,LEGISLACAO_ENT,NU_CNPB,Textbox17,SITUACAO,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1000000000000,ATIVO,"92.470.218,56",DV,"8.075.439,74","7.434.143,56","93.111.514,74",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1010000000000,DISPONÍVEL,"17.987,66",DV,"2.727.702,45","2.724.927,97","20.762,14",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1010100000000,IMEDIATO,"17.987,66",DV,"2.604.308,61","2.601.534,13","20.762,14",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1010200000000,VINCULADO,"0,00",DV,"123.393,84","123.393,84","0,00",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020000000000,REALIZÁVEL,"92.452.230,90",DV,"5.347.737,29","4.709.215,59","93.090.752,60",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020100000000,GESTÃO PREVIDENCIAL,"617,75",DV,"259.346,76","258.989,14","975,37",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101000000,RECURSOS A RECEBER,"122,29",DV,"259.278,51","258.860,14","540,66",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101010000,CONTRIBUIÇÕES DO MÊS,"122,29",DV,"259.278,51","258.860,14","540,66",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101010100,PATROCINADOR(ES),"40,35",DV,"109.720,68","109.720,68","40,35",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101010300,PARTICIPANTES,"0,01",DV,"148.828,12","148.638,15","189,98",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101010400,AUTOPATROCINADOS,"81,93",DV,"729,71","501,31","310,33",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101010500,PARTICIPANTES EM BPD,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020199000000,OUTROS REALIZÁVEIS - PREVIDENCIAL,"495,46",DV,"68,25","129,00","434,71",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020199010000,OUTROS REALIZÁVEIS,"495,46",DV,"68,25","129,00","434,71",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020200000000,GESTÃO ADMINISTRATIVA,"436.936,88",DV,"9.009,03","0,00","445.945,91",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020203000000,PARTICIPAÇÃO NO PGA,"436.936,88",DV,"9.009,03","0,00","445.945,91",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020300000000,INVESTIMENTOS,"92.014.676,27",DV,"5.079.381,50","4.450.226,45","92.643.831,32",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020301000000,TÍTULOS PÚBLICOS,"70.560.832,99",DV,"2.118.605,39","2.491.730,73","70.187.707,65",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020301010000,TÍTULOS PÚBLICOS FEDERAIS,"70.560.832,99",DV,"2.118.605,39","2.491.730,73","70.187.707,65",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020301010100,TESOURO IPCA / NOTA DO TESOURO NACIONAL - NTN,"70.560.832,99",DV,"2.118.605,39","2.491.730,73","70.187.707,65",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020301010101,TESOURO IPCA / NTN-B,"70.560.832,99",DV,"2.118.605,39","2.491.730,73","70.187.707,65",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302000000,ATIVOS FINANCEIROS DE CRÉDITO PRIVADO,"4.667.454,50",DV,"589.181,18","59.021,72","5.197.613,96",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302010000,TÍTULOS EMITIDOS POR INSTITUIÇÃO FINANCEIRA,"2.918.047,78",DV,"525.248,26","2.829,35","3.440.466,69",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302010100,LETRA FINANCEIRA - LF,"2.918.047,78",DV,"525.248,26","2.829,35","3.440.466,69",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302060000,DEBÊNTURES,"1.749.406,72",DV,"63.932,92","56.192,37","1.757.147,27",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302060100,DEBÊNTURES DE EMPRESAS S.A. ABERTA,"1.749.406,72",DV,"63.932,92","56.192,37","1.757.147,27",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020303000000,RENDA VARIÁVEL,"252,82",DV,"0,00","0,00","252,82",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020303020000,BÔNUS DE SUBSCRIÇÃO EM AÇÕES,"252,82",DV,"0,00","0,00","252,82",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304000000,FUNDOS DE INVESTIMENTOS,"15.418.199,38",DV,"2.159.901,93","1.733.897,62","15.844.203,69",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304010000,FUNDO DE RENDA FIXA,"9.077.254,65",DV,"1.919.417,74","1.514.000,00","9.482.672,39",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304030000,FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO - FIDC ,"368.059,11",DV,"99.301,08","191.509,46","275.850,73",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304030100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO - FIDC - COTA SENIOR,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304030200,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO - FIDC - COTA SUBORDINADA,"368.059,11",DV,"99.301,08","191.509,46","275.850,73",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304040000,FUNDO DE AÇÕES,"1.525.535,42",DV,"58.727,19","0,00","1.584.262,61",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304070000,FUNDO MULTIMERCADO ,"0,00",DV,"0,00","0,00","0,00",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304080000,FUNDO MULTIMERCADO ESTRUTURADO,"3.695.002,12",DV,"81.642,07","28.388,16","3.748.256,03",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304100000,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ,"752.348,08",DV,"813,85","0,00","753.161,93",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020308000000,OPERAÇÕES COM PARTICIPANTES,"1.367.936,58",DV,"211.693,00","165.576,38","1.414.053,20",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020308010000,EMPRÉSTIMOS A PARTICIPANTES,"1.367.936,58",DV,"211.693,00","165.576,38","1.414.053,20",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020308010100,EMPRÉSTIMOS,"1.367.936,58",DV,"211.693,00","165.576,38","1.414.053,20",DV
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2000000000000,PASSIVO,"92.470.218,56",CR,"2.916.363,67","3.557.659,85","93.111.514,74",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010000000000,EXIGÍVEL OPERACIONAL,"86.863,57",CR,"2.216.105,70","2.217.612,07","88.369,94",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010100000000,GESTÃO PREVIDENCIAL,"56.396,89",CR,"425.456,23","446.732,11","77.672,77",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010101000000,BENEFÍCIOS A PAGAR,"20.217,28",CR,"390.520,23","400.655,19","30.352,24",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010102000000,RETENÇÕES A RECOLHER,"12.881,17",CR,"12.881,17","24.054,61","24.054,61",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010103000000,RECURSOS ANTECIPADOS,"0,00",CR,"0,00","0,00","0,00",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010103990000,OUTROS RECURSOS ANTECIPADOS,"0,00",CR,"0,00","0,00","0,00",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010199000000,OUTRAS EXIGIBILIDADES,"23.298,44",CR,"22.054,83","22.022,31","23.265,92",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010200000000,GESTÃO ADMINISTRATIVA,"16.546,29",CR,"16.546,29","0,00","0,00",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010202000000,RETENÇÕES A RECOLHER,"16.546,29",CR,"16.546,29","0,00","0,00",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010300000000,INVESTIMENTOS,"13.920,39",CR,"1.774.103,18","1.770.879,96","10.697,17",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010301000000,TÍTULOS PÚBLICOS,"0,00",CR,"0,00","0,00","0,00",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010302000000,ATIVOS FINANCEIROS DE CRÉDITO PRIVADO,"0,00",CR,"500.000,00","500.000,00","0,00",CR
05/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010304000000,FUNDOS DE INVESTIMENTO,"0,00",CR,"1.054.000,00","1.054.000,00","0,00",CR
