Textbox13
"Valores em R$ 1,00"

DATA_COMP,SG_EFPC,LEGISLACAO_ENT,NU_CNPB,Textbox17,SITUACAO,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1000000000000,ATIVO,"89.393.463,13",DV,"6.062.664,49","5.396.955,69","90.059.171,93",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1010000000000,DISPONÍVEL,"16.718,92",DV,"2.299.113,80","2.265.897,16","49.935,56",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1010100000000,IMEDIATO,"16.718,92",DV,"2.147.053,16","2.113.836,52","49.935,56",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1010200000000,VINCULADO,"0,00",DV,"152.060,64","152.060,64","0,00",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020000000000,REALIZÁVEL,"89.376.744,21",DV,"3.763.550,69","3.131.058,53","90.009.236,37",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020100000000,GESTÃO PREVIDENCIAL,"3.273,37",DV,"248.121,25","249.312,24","2.082,38",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101000000,RECURSOS A RECEBER,"2.404,90",DV,"247.968,70","248.761,18","1.612,42",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101010000,CONTRIBUIÇÕES DO MÊS,"2.404,90",DV,"247.968,70","248.761,18","1.612,42",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101010100,PATROCINADOR(ES),"40,35",DV,"102.686,23","102.686,23","40,35",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101010300,PARTICIPANTES,"0,01",DV,"143.710,41","143.710,41","0,01",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020101010400,AUTOPATROCINADOS,"2.364,54",DV,"1.572,06","2.364,54","1.572,06",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020199000000,OUTROS REALIZÁVEIS - PREVIDENCIAL,"868,47",DV,"152,55","551,06","469,96",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020199010000,OUTROS REALIZÁVEIS,"868,47",DV,"152,55","551,06","469,96",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020200000000,GESTÃO ADMINISTRATIVA,"406.188,03",DV,"3.399,37","0,00","409.587,40",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020203000000,PARTICIPAÇÃO NO PGA,"406.188,03",DV,"3.399,37","0,00","409.587,40",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020300000000,INVESTIMENTOS,"88.967.282,81",DV,"3.512.030,07","2.881.746,29","89.597.566,59",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020301000000,TÍTULOS PÚBLICOS,"68.554.821,00",DV,"630.038,38","0,00","69.184.859,38",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020301010000,TÍTULOS PÚBLICOS FEDERAIS,"68.554.821,00",DV,"630.038,38","0,00","69.184.859,38",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020301010100,TESOURO IPCA / NOTA DO TESOURO NACIONAL - NTN,"68.554.821,00",DV,"630.038,38","0,00","69.184.859,38",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020301010101,TESOURO IPCA / NTN-B,"68.554.821,00",DV,"630.038,38","0,00","69.184.859,38",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302000000,ATIVOS FINANCEIROS DE CRÉDITO PRIVADO,"5.152.373,89",DV,"140.154,71","55.249,56","5.237.279,04",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302010000,TÍTULOS EMITIDOS POR INSTITUIÇÃO FINANCEIRA,"2.759.884,72",DV,"41.357,36","0,00","2.801.242,08",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302010100,LETRA FINANCEIRA - LF,"2.759.884,72",DV,"41.357,36","0,00","2.801.242,08",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302060000,DEBÊNTURES,"2.392.489,17",DV,"98.797,35","55.249,56","2.436.036,96",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020302060100,DEBÊNTURES DE EMPRESAS S.A. ABERTA,"2.392.489,17",DV,"98.797,35","55.249,56","2.436.036,96",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304000000,FUNDOS DE INVESTIMENTOS,"13.924.578,38",DV,"2.558.457,46","2.681.017,42","13.802.018,42",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304010000,FUNDO DE RENDA FIXA,"6.544.875,81",DV,"1.580.867,01","956.000,00","7.169.742,82",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304030000,FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIO - FIDC ,"1.032.177,22",DV,"541.687,68","1.068.578,82","505.286,08",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304030100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO - FIDC - COTA SENIOR,"0,00",DV,"0,00","0,00","0,00",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304030200,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO - FIDC - COTA SUBORDINADA,"1.032.177,22",DV,"541.687,68","1.068.578,82","505.286,08",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304040000,FUNDO DE AÇÕES,"1.334.441,48",DV,"70.930,92","0,00","1.405.372,40",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304070000,FUNDO MULTIMERCADO ,"0,00",DV,"0,00","0,00","0,00",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304080000,FUNDO MULTIMERCADO ESTRUTURADO,"4.281.967,60",DV,"364.971,85","641.743,56","4.005.195,89",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020304100000,FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ,"731.116,27",DV,"0,00","14.695,04","716.421,23",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020308000000,OPERAÇÕES COM PARTICIPANTES,"1.335.509,54",DV,"183.379,52","145.479,31","1.373.409,75",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020308010000,EMPRÉSTIMOS A PARTICIPANTES,"1.335.509,54",DV,"183.379,52","145.479,31","1.373.409,75",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,1020308010100,EMPRÉSTIMOS,"1.335.509,54",DV,"183.379,52","145.479,31","1.373.409,75",DV
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2000000000000,PASSIVO,"89.393.463,13",CR,"3.247.802,24","3.913.511,04","90.059.171,93",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010000000000,EXIGÍVEL OPERACIONAL,"110.602,64",CR,"1.615.217,86","1.621.672,21","117.056,99",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010100000000,GESTÃO PREVIDENCIAL,"79.329,74",CR,"387.862,25","396.906,06","88.373,55",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010101000000,BENEFÍCIOS A PAGAR,"20.052,59",CR,"328.615,49","357.381,26","48.818,36",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010102000000,RETENÇÕES A RECOLHER,"17.474,92",CR,"17.474,92","18.605,42","18.605,42",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010103000000,RECURSOS ANTECIPADOS,"0,00",CR,"0,00","0,00","0,00",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010103990000,OUTROS RECURSOS ANTECIPADOS,"0,00",CR,"0,00","0,00","0,00",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010199000000,OUTRAS EXIGIBILIDADES,"41.802,23",CR,"41.771,84","20.919,38","20.949,77",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010300000000,INVESTIMENTOS,"31.272,90",CR,"1.227.355,61","1.224.766,15","28.683,44",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010301000000,TÍTULOS PÚBLICOS,"0,00",CR,"0,00","0,00","0,00",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010302000000,ATIVOS FINANCEIROS DE CRÉDITO PRIVADO,"0,00",CR,"0,00","0,00","0,00",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010304000000,FUNDOS DE INVESTIMENTO,"0,00",CR,"1.031.000,00","1.031.000,00","0,00",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010308000000,OPERAÇÕES COM PARTICIPANTES,"875,52",CR,"165.557,17","168.878,30","4.196,65",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010310000000,TAXA DE ADMINISTRAÇÃO A REPASSAR,"2.018,37",CR,"2.018,37","1.983,14","1.983,14",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010310020000,TAXA DE ADMINISTRAÇÃO DOS EMPRÉSTIMOS E FINANCIAMENTOS A REPASSAR,"2.018,37",CR,"2.018,37","1.983,14","1.983,14",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2010399000000,OUTRAS EXIGIBILIDADES,"28.379,01",CR,"28.780,07","22.904,71","22.503,65",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2020000000000,EXIGÍVEL CONTINGENCIAL,"437.423,21",CR,"0,00","4.381,98","441.805,19",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2020100000000,GESTÃO PREVIDENCIAL,"437.423,21",CR,"0,00","4.381,98","441.805,19",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2020101000000,PROVISÃO,"437.423,21",CR,"0,00","4.381,98","441.805,19",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030000000000,PATRIMÔNIO SOCIAL,"88.845.437,28",CR,"1.632.584,38","2.287.456,85","89.500.309,75",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030100000000,PATRIMÔNIO DE COBERTURA DO PLANO,"76.804.894,92",CR,"1.248.528,25","2.148.185,05","77.704.551,72",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101000000,PROVISÕES MATEMÁTICAS,"65.231.524,91",CR,"1.248.528,25","956.427,66","64.939.424,32",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101010000,BENEFÍCIOS CONCEDIDOS,"41.430.467,07",CR,"1.140.508,05","491.639,87","40.781.598,89",CR
01/2025,ACEPREV,LC109,1985000547,CD,ATIVO - EM TRANSFERÊNCIA DE GERENCIAMENTO,2030101010100,CONTRIBUIÇÃO DEFINIDA,"6.519.235,07",CR,"151.453,37","151.511,44","6.519.293,14",CR
