Textbox16,Textbox15,Textbox13
Data da Extração: ,Patrocínios Predominantes: Privada / Pública Federal / Pública Estadual / Pública Municipal / Instituidor,"Valores em R$ 1,00"

DATA_COMP,NU_MATRICULA_EFPC,SG_EFPC,NUM_CONTA,NM_CONTA,VL_SALDO_INICIAL,CS_NATUREZA_LANCAMENTO,VL_DEBITO,VL_CREDITO,VL_SALDO_FINAL,CS_NATUREZA_SALDO_FINAL
02/2026,2991,ACEPREV,2030101010101,SALDO DE CONTAS DOS ASSISTIDOS - CONSTITUÍDO,"469.887.208,95",CR,"4.921.713,50","7.769.390,46","472.734.885,91",CR
02/2026,2991,ACEPREV,2030101010200,BENEFÍCIO DEFINIDO ESTRUTURADO EM REGIME DE CAPITALIZAÇÃO,"586.063.920,67",CR,"3.250.821,05","4.421.675,82","587.234.775,44",CR
02/2026,2991,ACEPREV,2030101010201,VALOR ATUAL DOS BENEFÍCIOS FUTUROS PROGRAMADOS - ASSISTIDOS,"466.928.026,21",CR,"2.544.341,69","3.503.442,50","467.887.127,02",CR
02/2026,2991,ACEPREV,2030101010202,VALOR ATUAL DOS BENEFÍCIOS FUTUROS NÃO PROGRAMADOS - ASSISTIDOS,"119.135.894,46",CR,"706.479,36","918.233,32","119.347.648,42",CR
02/2026,2991,ACEPREV,2030101020000,BENEFÍCIOS A CONCEDER,"593.025.163,52",CR,"2.438.056,66","8.874.732,38","599.461.839,24",CR
02/2026,2991,ACEPREV,2030101020100,CONTRIBUIÇÃO DEFINIDA,"570.410.104,05",CR,"2.420.148,81","8.696.380,15","576.686.335,39",CR
02/2026,2991,ACEPREV,2030101020101,SALDO DE CONTAS - PARCELA PATROCINADOR(ES)/ INSTITUIDOR(ES),"227.217.608,78",CR,"831.902,75","3.295.193,81","229.680.899,84",CR
02/2026,2991,ACEPREV,2030101020102,SALDO DE CONTAS - PARCELA CONSTITUÍDA PELOS PARTICIPANTES - REGULAR,"327.188.409,22",CR,"1.588.246,06","5.229.731,86","330.829.895,02",CR
02/2026,2991,ACEPREV,2030101020103,SALDO DE CONTAS - PARCELA PARTICIPANTES PORTADA DE EFPC,"1.806.156,66",CR,"0,00","141.002,98","1.947.159,64",CR
02/2026,2991,ACEPREV,2030101020104,SALDO DE CONTAS - PARCELA PARTICIPANTES PORTADA DE EAPC,"2.673.413,39",CR,"0,00","29.441,50","2.702.854,89",CR
02/2026,2991,ACEPREV,2030101020105,SALDO DE CONTAS - PARCELA CONSTITUÍDA PELOS PARTICIPANTES - VOLUNTÁRIA,"11.524.516,00",CR,"0,00","1.010,00","11.525.526,00",CR
02/2026,2991,ACEPREV,2030101020200,BENEFÍCIO DEFINIDO ESTRUTURADO EM REGIME DE CAPITALIZAÇÃO PROGRAMADO,"21.379.163,85",CR,"1.264,16","166.505,95","21.544.405,64",CR
02/2026,2991,ACEPREV,2030101020201,VALOR ATUAL DOS BENEFÍCIOS FUTUROS PROGRAMADOS,"21.546.751,73",CR,"0,00","162.554,90","21.709.306,63",CR
02/2026,2991,ACEPREV,2030101020202,(-) VALOR ATUAL DAS CONTRIBUIÇÕES FUTURAS DOS PATROCINADORES,"-167.587,88",DV,"1.264,16","3.951,05","-164.900,99",DV
02/2026,2991,ACEPREV,2030101020300,BENEFÍCIO DEFINIDO ESTRUTURADO EM REGIME DE CAPITALIZAÇÃO NÃO PROGRAMADO,"1.235.895,62",CR,"16.643,69","11.846,28","1.231.098,21",CR
02/2026,2991,ACEPREV,2030101020301,VALOR ATUAL DOS BENEFÍCIOS FUTUROS NÃO PROGRAMADOS,"1.252.067,19",CR,"16.521,70","11.467,99","1.247.013,48",CR
02/2026,2991,ACEPREV,2030101020302,(-) VALOR ATUAL DAS CONTRIBUIÇÕES FUTURAS DOS PATROCINADORES,"-16.171,57",DV,"121,99","378,29","-15.915,27",DV
02/2026,2991,ACEPREV,2030102000000,EQUILÍBRIO TÉCNICO,"111.463.389,39",CR,"0,00","849.432,45","112.312.821,84",CR
02/2026,2991,ACEPREV,2030102010000,RESULTADOS REALIZADOS,"111.463.389,39",CR,"0,00","849.432,45","112.312.821,84",CR
02/2026,2991,ACEPREV,2030102010100,SUPERÁVIT TÉCNICO ACUMULADO,"111.463.389,39",CR,"0,00","849.432,45","112.312.821,84",CR
02/2026,2991,ACEPREV,2030102010101,RESERVA DE CONTINGÊNCIA,"106.329.935,21",CR,"0,00","807.358,00","107.137.293,21",CR
02/2026,2991,ACEPREV,2030102010102,RESERVA ESPECIAL PARA REVISÃO DE PLANO,"5.133.454,18",CR,"0,00","42.074,45","5.175.528,63",CR
02/2026,2991,ACEPREV,2030200000000,FUNDOS,"108.033.565,85",CR,"2.319.007,12","1.750.746,14","107.465.304,87",CR
02/2026,2991,ACEPREV,2030201000000,FUNDOS PREVIDENCIAIS,"101.471.865,68",CR,"1.160.798,00","935.741,17","101.246.808,85",CR
02/2026,2991,ACEPREV,2030201010000,REVERSÃO DE SALDO POR EXIGÊNCIA REGULAMENTAR,"27.862.204,78",CR,"1.064.560,21","374.725,05","27.172.369,62",CR
02/2026,2991,ACEPREV,2030201020000,REVISÃO DE PLANO,"1.359,21",CR,"0,00","11,14","1.370,35",CR
02/2026,2991,ACEPREV,2030201020300,REVERSÃO DE VALORES,"1.359,21",CR,"0,00","11,14","1.370,35",CR
02/2026,2991,ACEPREV,2030201020301,PATROCINADOR E INSTITUIDOR,"0,00",CR,"0,00","0,00","0,00",CR
02/2026,2991,ACEPREV,2030201020303,ASSISTIDOS,"1.359,21",CR,"0,00","11,14","1.370,35",CR
02/2026,2991,ACEPREV,2030201030000,OUTROS - PREVISTOS EM NOTA TÉCNICA ATUARIAL,"73.608.301,69",CR,"96.237,79","561.004,98","74.073.068,88",CR
02/2026,2991,ACEPREV,2030202000000,FUNDOS ADMINISTRATIVOS,"5.885.353,98",CR,"1.158.209,12","799.772,25","5.526.917,11",CR
02/2026,2991,ACEPREV,2030202010000,PLANO DE GESTÃO ADMINISTRATIVA,"5.885.353,98",CR,"791.379,65","432.942,78","5.526.917,11",CR
02/2026,2991,ACEPREV,2030202020000,PARTICIPACÃO NO FUNDO ADMINISTRATIVO PGA,"0,00",CR,"366.829,47","366.829,47","0,00",CR
02/2026,2991,ACEPREV,2030202030000,FUNDO ADMINISTRATIVO COMPARTILHADO,"0,00",CR,"0,00","0,00","0,00",CR
02/2026,2991,ACEPREV,2030203000000,FUNDOS PARA GARANTIA DAS OPERAÇÕES COM PARTICIPANTES,"676.346,19",CR,"0,00","15.232,72","691.578,91",CR
02/2026,2991,ACEPREV,3000000000000,GESTÃO PREVIDENCIAL,"0,00",DV,"32.607.865,58","32.607.865,58","0,00",DV
02/2026,2991,ACEPREV,3010000000000,ADIÇÕES,"2.919.775,63",CR,"1.988,53","3.126.307,24","6.044.094,34",CR
02/2026,2991,ACEPREV,3010100000000,CORRENTES,"2.919.775,63",CR,"1.988,53","3.003.866,28","5.921.653,38",CR
02/2026,2991,ACEPREV,3010101000000,PATROCINADOR(ES),"1.223.120,01",CR,"0,00","1.169.903,98","2.393.023,99",CR
02/2026,2991,ACEPREV,3010101010000,CONTRIBUIÇÕES NORMAIS,"1.223.120,01",CR,"0,00","1.169.903,98","2.393.023,99",CR
02/2026,2991,ACEPREV,3010103000000,PARTICIPANTES,"1.621.766,67",CR,"0,00","1.759.120,41","3.380.887,08",CR
