DT_COMPETENCIA;NU_MATRICULA_EFPC;SG_EFPC;IN_ESTAT_PLANO_EFPC;ID_PLANO;CNPB;ID_BENEFICIO;NU_BENEFICIO;NM_BENEFICIO;TE_NIVEL;QT_ANTERIOR;QT_ENTRADAS;QT_SAIDAS;QT_ATUAL;DT_EXTRACAO
202101;211;CELOS;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;4371;CIASPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;2693;INOVAR PREVIDENCIA;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1969;PREVUNIAO;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;134;BASF PC;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;45;ALPHA;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1691;PREVCHEVRON;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;4529;CASANPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;3023;ITAUSAINDL;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;2796;PORTOPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;2316;CIBRIUS;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1991;PRHOSPER;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1345;ELETRA;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1688;NUCLEOS;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;4011;PREVSOMPO;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;3839;PREVIHONDA;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1081;FAMILIA PREVIDENCIA;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1972;PROMON;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1746;PREVEME;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;2258;MULTIPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;477;FIOPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;4791;RS-PREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1314;RUMOS;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1585;SYNGENTA PREVI;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;3099;PREVINDUS;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;223;CENTRUS;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;2561;FUNEPP;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;4248;VISÃO PREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;3527;VALUE PREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;727;PREVHAB;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1523;FUNCEF;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;3887;POUPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;3407;TETRA PAK PREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;2854;FUMPRESC;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;3486;FGV-PREVI;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202101;1256;MC PREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;1924;PREVI-SIEMENS;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;4039;KPMG PREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;4666;RAIZPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;3161;FAECES;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;285;FUNDACAO COPEL;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;2796;PORTOPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;2823;MULTIPLA;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;206;CARGILLPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;1911;PREVISC;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;1599;ISBRE;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;4011;PREVSOMPO;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;1081;FAMILIA PREVIDENCIA;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;1393;FAPA;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;2018;SERGUS;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;268;FUNDACAO CORSAN;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;1105;BRASLIGHT;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;4443;ENERPREV;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
202102;941;SERPROS;EFPC;;;12;17000;Outros Benefícios de Prestação Conituada;FOLHA;;;;;05/10/2021
