202506;14;1980000883;COTAS;3016450.997132000000000;
202506;14;1980000883;COTAS;4387109.888684000000000;
202506;14;1980000883;COTAS;12188539.192929000000000;00836258000122
202506;14;1980000883;COTAS;3464014.759560000000000;05290139000130
202506;14;1980000883;OPERACAO_PARTICIPANTE;3421615.260000000000000;
202506;14;2008001083;COTAS;81272.266677000000000;
202506;14;2008001083;COTAS;1219399.996226000000000;
202506;14;2008001083;COTAS;783165.291251000000000;
202506;14;2008001083;COTAS;10234509.403536000000000;
202506;14;2008001083;VL_PG_RC;-155010.920000000000000;
202506;14;1980000883;COTAS;2782506.741387000000000;
202506;14;1980000883;COTAS;5479748.702345000000000;
202506;14;2023001692;COTAS;3262261.579128000000000;
202506;14;1980000883;COTAS;8606243.416777000000000;
202506;14;2008001083;COTAS;4004450.691772000000000;
202506;14;2023001692;COTAS;86278679.730487000000000;03100345000105
202506;14;1980000883;COTAS;2880776.745956000000000;
202506;14;1980000883;COTAS;2061865.548341000000000;
202506;14;1980000883;COTAS;3050077.880977000000000;
202506;14;1980000883;COTAS;3617946.267795000000000;
202506;14;1980000883;CAIXA;62042.980000000000000;
202506;14;1980000883;COTAS;4485264.213155000000000;
202506;14;1980000883;COTAS;21173.779293000000000;
202506;14;1980000883;COTAS;2356692.099592000000000;
202506;14;2008001083;COTAS;1157543.970690000000000;
202506;14;2023001692;COTAS;106261533.130702000000000;04875086000157
202506;14;2008001083;COTAS;1723605.921829000000000;
202506;14;2008001083;COTAS;1152325.740998000000000;
202506;14;2023001692;COTAS;4234800.523375000000000;
202506;14;9970000000;CAIXA;457522.470000000000000;
202506;14;2023001692;COTAS;6003915.589010000000000;
202506;14;9970000000;COTAS;687288.516160000000000;
202506;14;9970000000;COTAS;937062.426558000000000;
202506;14;2023001692;COTAS;116897681.071129000000000;00836258000122
202506;14;1980000883;VL_PG_RC;63749.780000000000000;
202506;31;1988003156;COTAS;2407162.257985000000000;
202506;14;9970000000;COTAS;2982269.345292000000000;
202506;31;9970000000;COTAS;1922286.919994000000000;
202506;59;1982000783;COTAS;11591.426597000000000;
202506;14;2008001083;CAIXA;112471.760000000000000;
202506;14;2008001083;COTAS;20481849.750418000000000;
202506;59;2000008119;COTAS;2320545.985958000000000;
202506;14;9970000000;COTAS;860678.424466000000000;
202506;14;1980000883;COTAS;3773565.078938000000000;
202506;14;1980000883;COTAS;3805736.864374000000000;
202506;14;2008001083;COTAS;2159807.945198000000000;
202506;14;1980000883;COTAS;4542307.650300000000000;
202506;14;2023001692;COTAS;63216.951742000000000;
202506;14;1980000883;COTAS;5865662.704280000000000;
202506;14;2023001692;COTAS;6146876.518633000000000;
202506;14;1980000883;COTAS;6459545.556762000000000;
202506;59;2000008119;COTAS;2514101.532522000000000;
202506;14;1980000883;COTAS;4341846.772884000000000;
202506;14;1980000883;COTAS;8602690.144300000000000;03100345000105
202506;14;2023001692;COTAS;11736742.707154000000000;
202506;14;9970000000;COTAS;137706.182424000000000;04875086000157
